type,small_bags,large_bags,xlarge_bags,total_bags
conventional,418854.59,2393.53,60.99,421309.11
organic,163.14,25422.54,0,25585.68
conventional,42971.35,11090.5,0,54061.85
organic,1799.92,19.88,0,1819.8
conventional,621920.46,136801.89,11148.21,769870.56
organic,32475.79,287.6,0,32763.39
conventional,507151.29,242855.86,51.31,750058.46
organic,12976.16,488.04,0,13464.2
conventional,52341.94,132.55,0,52474.49
organic,0,1971.98,0,1971.98
conventional,63934.26,15068.21,46.16,79048.63
organic,396.29,5967.1,0,6363.39
conventional,27814.42,0,0,27814.42
organic,1192.88,52.75,0,1245.63
conventional,70537.04,45235.19,27.52,115799.75
organic,1473.33,0,0,1473.33
conventional,6846324.06,2228420.91,63337.4,9138082.37
organic,150719.73,148697.87,0,299417.6
conventional,1515056.35,1352291.24,1475.01,2868822.6
organic,20133.83,82233.88,0,102367.71
conventional,89810.71,28507.85,7208.89,125527.45
organic,6447.25,72.74,0,6519.99
conventional,23926.35,746.44,0,24672.79
organic,1180.98,7.8,0,1188.78
conventional,64716.98,58468.29,0,123185.27
organic,713.33,854.29,0,1567.62
conventional,233609.99,5825.15,0,239435.14
organic,2472,9243.19,0,11715.19
conventional,29874.81,1614.91,18.96,31508.68
organic,183.34,423.39,0,606.73
conventional,158806.43,378.68,0,159185.11
organic,8226.86,0,0,8226.86
conventional,92435.31,126.67,0,92561.98
organic,1703.28,205.82,0,1909.1
conventional,2122673.09,147881.99,15340.52,2285895.6
organic,17413.71,36622.14,0,54035.85
conventional,42136.65,11481.81,0,53618.46
organic,1150,0,0,1150
conventional,88261.04,2400.3,0,90661.34
organic,300,0,0,300
conventional,19633.53,47199.01,4561.48,71394.02
organic,186.67,3724.46,0,3911.13
conventional,28562.22,4435.73,5439.08,38437.03
organic,328.21,2958.58,0,3286.79
conventional,128164.01,12679.63,11245.2,152088.84
organic,7534.24,0,0,7534.24
conventional,43669.49,706052.84,0,749722.33
organic,15028.15,17447.54,0,32475.69
conventional,58403.04,4513.96,25498.27,88415.27
organic,736.67,5549.21,0,6285.88
conventional,38643.51,2467.54,5117.37,46228.42
organic,533.33,25.12,0,558.45
conventional,513809.98,150810.3,72037.88,736658.16
organic,9648.15,28521.14,0,38169.29
conventional,92434.99,1261.15,0,93696.14
organic,1930.55,5592.1,0,7522.65
conventional,75964.48,4411.43,5.07,80380.98
organic,1970.56,6.01,0,1976.57
conventional,83636.33,63963.23,17144.44,164744
organic,5096.27,6.67,0,5102.94
conventional,23374.52,21450.63,4769.31,49594.46
organic,553.33,1281,0,1834.33
conventional,27533.11,28916.87,0,56449.98
organic,1226.67,0,0,1226.67
conventional,44326.23,16948.31,0,61274.54
organic,2788.43,6.43,0,2794.86
conventional,1520603.55,99946.94,14941.52,1635492.01
organic,14074.29,30229.62,0,44303.91
conventional,14236.98,20197.82,1905.45,36340.25
organic,216.67,458.58,0,675.25
conventional,68930.73,64486.05,0,133416.78
organic,2167.53,0,0,2167.53
conventional,630109.47,107122.67,4168.99,741401.13
organic,18577.2,17040.63,0,35617.83
conventional,25723.5,23907.92,0,49631.42
organic,1536.67,1055.98,0,2592.65
conventional,77619.11,13004.27,0,90623.38
organic,3400.27,0,0,3400.27
conventional,345620.2,71745.88,0,417366.08
organic,7033.2,7092.93,0,14126.13
conventional,1234678.31,94980.47,5.22,1329664
organic,42409.9,24086.65,0,66496.55
conventional,111162.6,483.25,0,111645.85
organic,10991.82,0,0,10991.82
conventional,54036.83,56341.94,11.4,110390.17
organic,2410,0,0,2410
conventional,134138.57,13219.4,0,147357.97
organic,1264.47,7753.85,0,9018.32
conventional,88066.62,82131.35,0,170197.97
organic,2187.87,63.71,0,2251.58
conventional,24102.68,6882.44,0,30985.12
organic,1526.47,45.98,0,1572.45
conventional,315428.95,47910.39,2148.41,365487.75
organic,11379.03,16998.32,0,28377.35
conventional,307475.27,3800.73,206.39,311482.39
organic,0,8076.54,0,8076.54
conventional,59121.7,1127.25,0,60248.95
organic,2409.12,101.72,0,2510.84
conventional,50993.41,513.33,0,51506.74
organic,1789.47,444.36,0,2233.83
conventional,39026.98,162.22,370,39559.2
organic,849.15,830.29,0,1679.44
conventional,57734.83,32.07,0,57766.9
organic,291.56,0,0,291.56
conventional,238110.78,42191.23,0,280302.01
organic,756.65,4890.74,0,5647.39
conventional,65970.6,166.4,12.41,66149.41
organic,127.23,114.82,0,242.05
conventional,363400.35,1682.71,89.91,365172.97
organic,244.19,13736.17,0,13980.36
conventional,43452.47,25315.33,0,68767.8
organic,3458.63,89.27,0,3547.9
conventional,705848.56,159609.68,63474.77,928933.01
organic,39836.86,1446.46,0,41283.32
conventional,570260.95,552166.44,15.09,1122442.48
organic,22489.24,1484.65,0,23973.89
conventional,42637.23,17.07,38.42,42692.72
organic,0,944.64,0,944.64
conventional,67007.75,34086.25,13.17,101107.17
organic,66.82,12948.18,0,13015
conventional,29215.12,92.54,0,29307.66
organic,691.49,2.78,0,694.27
conventional,80146.89,116498.21,2.74,196647.84
organic,2717.47,3.33,0,2720.8
conventional,7438489.6,2668368.01,165014.74,10271872.35
organic,204859.71,188873.3,0,393733.01
conventional,1345680.31,1407886.07,7823.85,2761390.23
organic,43105.63,62673.32,0,105778.95
conventional,94434.3,24812.34,16234.44,135481.08
organic,5852.36,98.82,0,5951.18
conventional,19788.78,912.17,0,20700.95
organic,1085.43,0,0,1085.43
conventional,54822.3,32830.7,0,87653
organic,1163.33,591.2,0,1754.53
conventional,161204.17,3591.04,0,164795.21
organic,788.39,9994.1,0,10782.49
conventional,33947.26,46.78,332.83,34326.87
organic,223.33,987.8,0,1211.13
conventional,118219.26,827.58,0,119046.84
organic,7494.27,167.58,0,7661.85
conventional,79715.45,957.78,0,80673.23
organic,2749.9,1670.93,0,4420.83
conventional,1874982.24,134692.75,14505.17,2024180.16
organic,44998.95,13148.7,0,58147.65
conventional,35669.83,7414.84,0,43084.67
organic,1110,0,0,1110
conventional,92124.35,1186.35,0,93310.7
organic,280,0,0,280
conventional,16807.25,33496.41,3246.36,53550.02
organic,166.67,3770.91,0,3937.58
conventional,21259.66,9258.85,2521.34,33039.85
organic,154.14,1142.74,0,1296.88
conventional,121050.99,19753.34,18304.4,159108.73
organic,7084.49,6.67,0,7091.16
conventional,45613.25,381448.5,0,427061.75
organic,14951.47,27455.17,0,42406.64
conventional,49335.73,12767.39,15125.89,77229.01
organic,466.67,2637.46,0,3104.13
conventional,29860.4,3444.96,4808.74,38114.1
organic,236.67,0,0,236.67
conventional,443401.36,158608.4,48035.59,650045.35
organic,6581.99,15767.67,0,22349.66
conventional,67727.22,1318.46,0,69045.68
organic,718.76,7494.87,0,8213.63
conventional,59996.16,2208.74,0,62204.9
organic,1886.38,180.12,0,2066.5
conventional,68193.77,46086.21,22807.77,137087.75
organic,3528.04,6.67,0,3534.71
conventional,20098.49,17062.82,4874.75,42036.06
organic,516.67,533.22,0,1049.89
conventional,21691.82,30513.76,0,52205.58
organic,876.67,0,0,876.67
conventional,48986.42,17209.93,0,66196.35
organic,1880.81,64.08,0,1944.89
conventional,1288253.52,94240.24,14059.3,1396553.06
organic,39705.53,10178.83,0,49884.36
conventional,10918.75,12100.16,1265.87,24284.78
organic,186.67,319.36,0,506.03
conventional,59045.69,66681.17,0,125726.86
organic,1040.43,0,0,1040.43
conventional,496721.51,84565.77,2272.44,583559.72
organic,11815.33,21578.62,0,33393.95
conventional,27523.08,14373.45,0,41896.53
organic,973.33,1164.42,0,2137.75
conventional,74926.48,10152.68,0,85079.16
organic,2569.59,0,0,2569.59
conventional,269851.19,41190.34,2.17,311043.7
organic,3842.94,10051.15,0,13894.09
conventional,981185.6,63773.37,1.74,1044960.71
organic,34162.83,33975.32,0,68138.15
conventional,104227.82,1151.7,0,105379.52
organic,8984.24,0,0,8984.24
conventional,45442.34,59520.54,0,104962.88
organic,1173.33,6.67,0,1180
conventional,97222.56,9447.16,0,106669.72
organic,230.01,8866.06,0,9096.07
conventional,83060.04,51983.2,0,135043.24
organic,1949.17,77.82,0,2026.99
conventional,17454.05,5763.12,0,23217.17
organic,749.21,63.16,0,812.37
conventional,340740.98,49335.69,1369.72,391446.39
organic,9100.27,9343.25,0,18443.52
conventional,346063.4,1781.28,1452.49,349297.17
organic,42.55,14149.44,0,14191.99
conventional,52157.37,4923.03,0,57080.4
organic,1821.85,641.11,0,2462.96
conventional,43577.03,2637.34,0,46214.37
organic,791.72,1312.5,0,2104.22
conventional,34167.03,2323.71,0,36490.74
organic,794.41,1779.21,0,2573.62
conventional,60564.87,5.83,2.91,60573.61
organic,719.99,0,0,719.99
conventional,219631.97,39190.38,0,258822.35
organic,444.06,2982.69,0,3426.75
conventional,79401.44,382.4,139.54,79923.38
organic,86.82,37.21,0,124.03
conventional,390708.62,174.35,561.83,391444.8
organic,4026.28,14977.01,0,19003.29
conventional,38452.05,17006.96,0,55459.01
organic,2786.72,128.53,0,2915.25
conventional,623663.62,133279.26,105746.33,862689.21
organic,34397.13,630.76,0,35027.89
conventional,485345.67,418187.09,0,903532.76
organic,16603.66,1190.18,0,17793.84
conventional,45821.45,76.77,14.38,45912.6
organic,0,1350,0,1350
conventional,68748.3,38112.15,8.77,106869.22
organic,28.36,6334.16,0,6362.52
conventional,27245.24,541.43,0,27786.67
organic,642.19,1074.42,0,1716.61
conventional,66287.34,74111.73,0,140399.07
organic,1563.89,0,0,1563.89
conventional,6684515.27,1823889.58,192999.8,8701404.65
organic,204288.83,183655.73,0,387944.56
conventional,1438474.3,781447.29,21068.82,2240990.41
organic,46628.66,88021.26,0,134649.92
conventional,94019.44,16913.91,38120,149053.35
organic,5957.67,15.62,0,5973.29
conventional,9349.67,850.92,0,10200.59
organic,962.52,2.63,0,965.15
conventional,77183.81,94449.33,0,171633.14
organic,160,715.43,0,875.43
conventional,217666.76,4934.43,0,222601.19
organic,2034.08,6364.1,0,8398.18
conventional,47555.74,452.82,69.46,48078.02
organic,720,876.98,0,1596.98
conventional,134178.5,1896.14,0,136074.64
organic,7179.88,758.9,0,7938.78
conventional,97444.08,1771.11,0,99215.19
organic,854.05,3940.13,0,4794.18
conventional,2693843.02,344774.59,17495.3,3056112.91
organic,42734.34,16569.41,0,59303.75
conventional,42529.78,17681.68,0,60211.46
organic,763.33,0,0,763.33
conventional,129791.42,21748.61,95.71,151635.74
organic,230,0,0,230
conventional,22076.72,61180.85,6651.48,89909.05
organic,203.33,4521,0,4724.33
conventional,30226.47,6961.25,5337.74,42525.46
organic,161.58,853.81,0,1015.39
conventional,155052.63,20895.02,18743.48,194691.13
organic,6954.58,76.14,0,7030.72
conventional,50217.97,507786.28,0,558004.25
organic,4198.37,23442.66,0,27641.03
conventional,58664.35,17270.46,38570.18,114504.99
organic,406.67,2478.84,0,2885.51
conventional,23628.97,2405.92,11711.85,37746.74
organic,196.67,0,0,196.67
conventional,516542.03,238503.11,108699.18,863744.32
organic,6395.71,14410.93,0,20806.64
conventional,78497.61,2120.76,0,80618.37
organic,2492.63,4386.79,0,6879.42
conventional,78438.83,3684.57,3.37,82126.77
organic,1900.23,146.83,0,2047.06
conventional,71538.94,75749.73,19306.67,166595.34
organic,4146.94,727.12,0,4874.06
conventional,24152.64,25269.26,3588.69,53010.59
organic,533.33,665.56,0,1198.89
conventional,53302.46,66879.47,8.12,120190.05
organic,850,0,0,850
conventional,51889.28,41598.61,0,93487.89
organic,2968.56,403.05,0,3371.61
conventional,1911608.83,245385.02,16806.91,2173800.76
organic,38739.27,11885.39,0,50624.66
conventional,12782.1,22422.61,2364.4,37569.11
organic,83.33,277.97,0,361.3
conventional,71559.97,217921.79,0,289481.76
organic,2186.67,3.33,0,2190
conventional,712463.41,162491.57,4349.53,879304.51
organic,14107.98,17120.18,0,31228.16
conventional,39458.27,37249.81,0,76708.08
organic,1650,767.17,0,2417.17
conventional,114075.87,23873.09,0,137948.96
organic,2367,0,0,2367
conventional,502578.01,42137.07,0,544715.08
organic,8387.82,5804.31,0,14192.13
conventional,1369646.25,73584.63,3.48,1443234.36
organic,38548.58,26233.24,0,64781.82
conventional,51858.11,1828.08,0,53686.19
organic,9583.72,0,0,9583.72
conventional,50078.9,155928.3,0,206007.2
organic,1430,0,0,1430
conventional,261473.35,10906.49,0,272379.84
organic,1132.99,4874.05,0,6007.04
conventional,88259.09,83549.6,0,171808.69
organic,2400.51,272.22,0,2672.73
conventional,21916.83,6666.03,0,28582.86
organic,538.85,100.96,0,639.81
conventional,373119.34,62700.76,1413.45,437233.55
organic,8836.54,4082.97,0,12919.51
conventional,498461.43,1358.08,622.77,500442.28
organic,12385.21,4072.44,0,16457.65
conventional,66876.3,5151.7,2.46,72030.46
organic,1280.7,929.59,0,2210.29
conventional,65402.67,3770.23,0,69172.9
organic,1045.61,902.91,0,1948.52
conventional,53859.35,3517.27,0,57376.62
organic,657.14,1794.2,0,2451.34
conventional,83768.44,55.36,37.88,83861.68
organic,276.81,0,0,276.81
conventional,292228.73,86517.51,0,378746.24
organic,311.44,5048.75,0,5360.19
conventional,90251.06,619.09,40.38,90910.53
organic,62.12,0,0,62.12
conventional,573866.81,1573.35,821.92,576262.08
organic,7549.44,11769.91,0,19319.35
conventional,61003.56,61340.53,10.77,122354.86
organic,1801.35,129.24,0,1930.59
conventional,756322.54,197394.7,94756.02,1048473.26
organic,33200.13,2442.19,0,35642.32
conventional,740216.91,1106150.27,60.43,1846427.61
organic,14354.53,1281.57,0,15636.1
conventional,72052.59,91.48,181.9,72325.97
organic,234.02,1429.67,0,1663.69
conventional,71787.46,41934.23,43.78,113765.47
organic,23.89,2116.17,0,2140.06
conventional,28032.92,708.89,0,28741.81
organic,797.23,2111.47,0,2908.7
conventional,98976.22,148493.29,0,247469.51
organic,1886.93,0,0,1886.93
conventional,9083373.04,3373077.87,241661.48,12698112.39
organic,210519.67,148024.35,0,358544.02
conventional,1921219.6,1187478.3,14884.08,3123581.98
organic,52341.87,65883.87,0,118225.74
conventional,100403.73,41471.6,28192.23,170067.56
organic,7913.5,110.59,0,8024.09
conventional,17663.46,1558.83,0,19222.29
organic,933.31,0,0,933.31
conventional,74366.38,34842.39,0,109208.77
organic,346.67,1136.99,0,1483.66
conventional,168368.44,6791.41,0,175159.85
organic,3703.26,2389.53,0,6092.79
conventional,28012.67,85.14,9.47,28107.28
organic,204.91,1775.42,0,1980.33
conventional,123660.33,1980.05,0,125640.38
organic,8456.29,349.26,0,8805.55
conventional,73328.85,2240,0,75568.85
organic,2769.87,1561.06,0,4330.93
conventional,2207054.69,333029.79,15578.37,2555662.85
organic,48968.58,10972.34,0,59940.92
conventional,44807.51,7387.35,0,52194.86
organic,1126.67,0,0,1126.67
conventional,106296.76,18322.72,551.65,125171.13
organic,1936.82,0,0,1936.82
conventional,18358.96,53192.11,1378.43,72929.5
organic,294.41,7409.47,0,7703.88
conventional,27386.88,7182.14,1102.03,35671.05
organic,210,1186.93,0,1396.93
conventional,150047.23,14228.97,2278.65,166554.85
organic,7072.31,1640.8,0,8713.11
conventional,43323.93,449185.6,0,492509.53
organic,1928.78,18574.59,0,20503.37
conventional,60254.29,12167.81,10104.87,82526.97
organic,346.67,2719.16,0,3065.83
conventional,28771.2,6755.11,3583.75,39110.06
organic,266.67,0,0,266.67
conventional,499432.73,216563.12,31009.63,747005.48
organic,9377.96,19763.98,0,29141.94
conventional,67077.95,2282.03,0,69359.98
organic,1530.68,2776.45,0,4307.13
conventional,61273.21,4299.49,0,65572.7
organic,1697.67,17.94,0,1715.61
conventional,67726.6,55041.28,6225.56,128993.44
organic,5084.44,2581.27,0,7665.71
conventional,27240.38,27220.07,2307.08,56767.53
organic,590,946.32,0,1536.32
conventional,20566.26,32067.29,0,52633.55
organic,790,0,0,790
conventional,47967.47,60912.05,0,108879.52
organic,3443.29,1355.92,0,4799.21
conventional,1567442.4,222150.04,15105.65,1804698.09
organic,45117.48,7897.07,0,53014.55
conventional,12729.87,22781.44,774.82,36286.13
organic,16.67,143.43,0,160.1
conventional,54765.16,70886.11,0,125651.27
organic,2253.33,3.33,0,2256.66
conventional,620880.86,113431.73,1045,735357.59
organic,16485.43,11918.48,0,28403.91
conventional,32189.53,16189.45,0,48378.98
organic,1606.67,599.23,0,2205.9
conventional,51330.77,13161.54,0,64492.31
organic,2863.38,3.33,0,2866.71
conventional,326948.56,66868.5,0,393817.06
organic,10463.68,2463.92,0,12927.6
conventional,1047179.93,107841.88,1.74,1155023.55
organic,44768.7,11510.32,0,56279.02
conventional,91688.51,2536.41,0,94224.92
organic,9984.84,0,0,9984.84
conventional,42330.44,50811.06,0,93141.5
organic,1557.49,0,0,1557.49
conventional,132177.05,12591.75,0,144768.8
organic,1144.04,1483.42,0,2627.46
conventional,77572.93,77920.56,0,155493.49
organic,3026.98,1252.11,0,4279.09
conventional,19080.09,11498.95,0,30579.04
organic,687.9,190.11,0,878.01
conventional,340809.47,32439.63,1376.25,374625.35
organic,7771.32,4295.6,0,12066.92
conventional,283183.03,392.08,134.61,283709.72
organic,1433.94,42665.07,0,44099.01
conventional,73208.05,2699.13,0,75907.18
organic,1297.39,369.28,0,1666.67
conventional,58227.8,3507.98,0,61735.78
organic,1288.89,1257.08,0,2545.97
conventional,52052.28,4085.98,0,56138.26
organic,755.11,2710.99,0,3466.1
conventional,79168.62,17.47,43.67,79229.76
organic,148.47,2.91,0,151.38
conventional,161727.63,97328.44,0,259056.07
organic,670.13,3279.73,0,3949.86
conventional,98394.37,688.22,28,99110.59
organic,31.11,0,0,31.11
conventional,326841,284.73,193.18,327318.91
organic,1904.23,48874.14,0,50778.37
conventional,50158.17,24498.13,0,74656.3
organic,2178.3,203.89,0,2382.19
conventional,662650.24,147944.33,21495.98,832090.55
organic,33318.79,9853.47,0,43172.26
conventional,499341.01,371949.26,0,871290.27
organic,15792.13,2020.98,0,17813.11
conventional,35052.5,53.1,16.73,35122.33
organic,146.55,3980.32,0,4126.87
conventional,69046.57,18403.3,0,87449.87
organic,41.1,2311.51,0,2352.61
conventional,25835.23,1115.56,0,26950.79
organic,1309.94,458.3,0,1768.24
conventional,56730.92,36258.61,0,92989.53
organic,2110,0,0,2110
conventional,7102422.27,2387455.67,74421.62,9564299.56
organic,201936.87,234437.43,0,436374.3
conventional,1225073.29,1064255.94,3914.67,2293243.9
organic,25453.95,164102.24,0,189556.19
conventional,89653.91,56745.36,13113.34,159512.61
organic,6330.13,2978.21,0,9308.34
conventional,12280.58,2157.76,0,14438.34
organic,1045.62,0,0,1045.62
conventional,55736.39,27708.57,0,83444.96
organic,503.33,402.28,0,905.61
conventional,180041.53,6366.74,0,186408.27
organic,1978.27,4618.81,0,6597.08
conventional,42111.91,50.05,6.31,42168.27
organic,14.03,87.69,0,101.72
conventional,120040.08,2238.28,0,122278.36
organic,7679.45,1249.29,0,8928.74
conventional,69018.28,3322.22,0,72340.5
organic,1223.64,3825.84,0,5049.48
conventional,2073467.05,167309.24,15277.68,2256053.97
organic,62863.57,2049.94,0,64913.51
conventional,45927,4579.6,0,50506.6
organic,813.33,0,0,813.33
conventional,93141.66,10558.8,14.64,103715.1
organic,2993.81,0,0,2993.81
conventional,17167.72,45673.76,1147.04,63988.52
organic,348.67,1903.2,0,2251.87
conventional,19800.56,6111.41,951.8,26863.77
organic,249.56,581.22,0,830.78
conventional,151328.72,18486.45,43.56,169858.73
organic,6311.81,3000.44,0,9312.25
conventional,43379.59,409969.42,12.4,453361.41
organic,15546.79,10336.91,0,25883.7
conventional,47259.62,10247.76,8957.44,66464.82
organic,389.62,2615.21,0,3004.83
conventional,36166.24,5150.74,112,41428.98
organic,220,0,0,220
conventional,453590.22,163400.48,18492.84,635483.54
