average_price,plu_4046,plu_4225,plu_4770,geography
1.31,3030.74,16.51,0,Tampa
1.07,13833715.28,10867403.08,889732.2,Total U.S.
1.45,321733.2,379382.1,6150.07,Total U.S.
0.9,3163353.08,2021745.62,79259,West
1.27,183001.34,163634.35,524.42,West
0.74,596342.41,174560.73,14468.89,West Tex/New Mexico
1.92,3284.15,12724.89,4.6,West Tex/New Mexico
1.2,919.87,45490.05,217.24,Albany
2.03,57.93,130.62,0,Albany
1,538403.48,28568.26,1059.73,Atlanta
2.03,1325.62,2650.57,0,Atlanta
1.17,73038.46,536709.99,77537.43,Baltimore/Washington
1.66,6666.67,3755.62,1163.9,Baltimore/Washington
1,66880.12,7942.34,4289.72,Boise
1.55,22.12,737.88,0,Boise
1.17,3828.64,429586.28,239.76,Boston
1.82,20.35,1934.87,0,Boston
1.42,946.38,50266.22,81.86,Buffalo/Rochester
1.81,63.02,168.13,0,Buffalo/Rochester
0.88,4340117.03,3403145.1,192473.92,California
1.48,54176.97,51542.88,0,California
1,50203.31,69446.61,77627.49,Charlotte
1.8,265.21,1499.19,1856.14,Charlotte
1.04,64798.64,690167.81,129694.01,Chicago
1.51,672.05,26198.44,0,Chicago
1.08,11468.92,162213.47,7282.09,Cincinnati/Dayton
1.42,248.06,11260.77,0,Cincinnati/Dayton
0.99,79998.58,53621.15,15882.39,Columbus
0.89,961.24,18774.04,2.21,Columbus
0.77,652304.49,509069.75,9753.52,Dallas/Ft. Worth
1.37,5350.74,207.93,0,Dallas/Ft. Worth
1.01,182975.49,485743.46,14810.14,Denver
1.03,88780.66,36428.1,143.56,Denver
1.06,161288.26,71919.54,74593.79,Detroit
1.37,518.26,7336.27,0,Detroit
1.06,6301.92,176717.87,6727.83,Grand Rapids
1.61,7.07,1053.5,0,Grand Rapids
1.05,719493.66,2200706.49,327171.65,Great Lakes
1.22,4609.7,106059.64,9.31,Great Lakes
1.17,46183.27,130134.66,527.56,Harrisburg/Scranton
1.84,38.69,132.65,0,Harrisburg/Scranton
1.25,4005.44,255378.5,539,Hartford/Springfield
1.55,45.29,5832.35,20.71,Hartford/Springfield
0.74,651055.45,502617.22,4521.86,Houston
1.26,7306.33,252.79,0,Houston
1.13,18025.82,113204.3,7488.56,Indianapolis
1.3,90.87,895.67,0,Indianapolis
0.96,185046.86,16450.96,1347.25,Jacksonville
1.82,1314.35,26.5,30.11,Jacksonville
0.94,146068.11,188533.85,6101.01,Las Vegas
1.41,4718.35,4211.52,0,Las Vegas
0.78,2914047.44,670161.4,61569.48,Los Angeles
1.36,14801.85,17706.23,0,Los Angeles
1.03,2031.68,66286.54,2641.74,Louisville
1.38,1.22,829.5,0,Louisville
0.98,690389.21,81078.28,35.99,Miami/Ft. Lauderdale
1.35,3106.9,154.67,0,Miami/Ft. Lauderdale
1.07,793989.95,1557507.45,364283.54,Midsouth
1.34,9430.59,47953.23,7065.04,Midsouth
0.98,159791.64,13149.16,16218.93,Nashville
1.57,334.9,2364.7,68.11,Nashville
0.93,204609.56,13133.92,299.55,New Orleans/Mobile
1.55,238.51,41.6,0,New Orleans/Mobile
1.32,23447.41,1317970.18,4554.01,New York
2.14,2667.08,11540.21,505.84,New York
1.24,129459.52,3365962.7,13487.57,Northeast
1.89,3879.94,25453.69,538.31,Northeast
1.16,2322.24,304233.27,59.55,Northern New England
1.92,6.9,631.45,0,Northern New England
0.98,369352.45,36610.76,165.6,Orlando
1.82,1559.49,48.87,0,Orlando
1.22,27871.95,393975.99,1834.71,Philadelphia
1.85,247.58,1531.18,18.86,Philadelphia
0.6,901701.94,256791.72,5692.05,Phoenix/Tucson
1.4,12879.51,2627.53,0,Phoenix/Tucson
0.98,5264.18,145405.43,5183.12,Pittsburgh
1.49,624.2,39.22,0,Pittsburgh
1.01,1485535.26,508885.83,17406.31,Plains
1.92,3463.32,16891.72,18.52,Plains
0.95,226738.24,305964.15,16791.96,Portland
1.54,9002.35,11551.57,0,Portland
1.01,70984.75,108604.01,80829.91,Raleigh/Greensboro
1.35,111.44,6282.96,1655.48,Raleigh/Greensboro
0.99,89712.71,128429.41,21169.69,Richmond/Norfolk
1.03,426.78,6174.2,548.21,Richmond/Norfolk
1.03,54015.48,60973.26,120.87,Roanoke
0.88,259.08,13301.01,0,Roanoke
1.05,149107.81,458178.77,13261.84,Sacramento
1.64,4124.83,4001.1,0,Sacramento
0.8,424263.68,247709.36,14408.91,San Diego
1.41,2617.84,6294.57,0,San Diego
1,237060.7,975141.69,32834.29,San Francisco
1.55,19043.11,10162.2,0,San Francisco
1.02,226074.37,355250.18,11154.42,Seattle
1.56,8323.36,21227.82,11.79,Seattle
0.97,271320.49,72324.54,26965.17,South Carolina
1.92,451.09,1266.75,750.85,South Carolina
0.78,3520801.33,2265493.71,58510.13,South Central
1.43,25704.97,4666.48,0,South Central
0.97,3682277.46,383803.95,40064.12,Southeast
1.7,13621.95,6638.11,1077.87,Southeast
0.98,44094.43,48511.36,3133.35,Spokane
1.62,1380.54,2400.14,3.79,Spokane
1.09,190986.18,36252.66,32.39,St. Louis
2,1378.06,1720.88,0,St. Louis
1.4,634.61,24201.46,18.81,Syracuse
1.84,6.17,101.63,0,Syracuse
0.97,401968.96,37800.63,164.47,Tampa
1.34,2342.36,17.7,0,Tampa
0.96,17787611.93,16602589.04,1118329.5,Total U.S.
1.37,323883.65,380650.64,8951.77,Total U.S.
0.89,3115937.71,2917083.83,104932.26,West
1.24,208996.22,121444.88,242.71,West
0.74,677575.96,166456.05,15065.01,West Tex/New Mexico
1.51,4523.43,4781.85,0,West Tex/New Mexico
1.26,1420.43,102000.52,185.66,Albany
1.98,46.8,523.9,0,Albany
1.1,413452.96,18860.63,1089.33,Atlanta
1.82,1878,2479.23,0,Atlanta
1.26,79192.07,507104.15,44390.54,Baltimore/Washington
1.7,6023.88,2924.01,1128.81,Baltimore/Washington
1.06,62505.3,15896.54,7891.16,Boise
1.71,25.6,959.24,0,Boise
1.14,4601.5,476827.52,131.47,Boston
2.02,76.25,1275.48,0,Boston
1.33,1321.83,73754.3,185.16,Buffalo/Rochester
1.85,32.79,183.76,0,Buffalo/Rochester
0.93,4085858.78,1735132.32,194575.97,California
1.4,77103.7,70434.57,0,California
1.19,47626.37,42863.8,38370.27,Charlotte
2.05,465.84,1282.98,1191.26,Charlotte
1.23,55587.31,545784.15,141250.98,Chicago
1.47,455.63,23858.81,0,Chicago
1.06,11982.39,172173.77,2408.09,Cincinnati/Dayton
1.43,285.62,11539.26,0,Cincinnati/Dayton
1.1,97879.64,27581.34,10126.3,Columbus
0.81,967.36,17214.8,1.11,Columbus
0.75,817727.07,357330.3,7803.87,Dallas/Ft. Worth
1.39,7874.84,351.09,0,Dallas/Ft. Worth
1.08,148762.57,454026.16,16724.31,Denver
1.23,19400.27,8573.27,45.43,Denver
1.11,177872.77,42422.72,48825.24,Detroit
1.09,573.64,6949.68,0,Detroit
1.36,7383.85,84947.73,3817.57,Grand Rapids
1.22,36.97,1045.22,0,Grand Rapids
1.15,766730.7,1723310.79,274259.73,Great Lakes
1.13,4838.87,99557.66,1.56,Great Lakes
1.19,53021.23,158314.43,585.43,Harrisburg/Scranton
1.78,68.79,228.82,6.47,Harrisburg/Scranton
1.25,5262.94,288462.56,390.91,Hartford/Springfield
2.31,79.2,3796.6,3.89,Hartford/Springfield
0.76,654227.6,424395.94,3776.21,Houston
1.28,9355.66,449.8,0,Houston
1.06,16899.58,127193.06,5271.2,Indianapolis
1.08,110.38,845.07,0,Indianapolis
1.24,85005.28,8543.63,625.5,Jacksonville
1.81,1296.22,45.46,33.5,Jacksonville
0.98,148053.33,117101.65,4266.19,Las Vegas
1.34,5433.37,3859.31,0,Las Vegas
0.78,2743972.44,390901.84,60232.29,Los Angeles
1.39,12338.35,19929.68,0,Los Angeles
1.1,2278.4,60221.59,606.53,Louisville
1.04,12.58,1328.8,0,Louisville
1.28,315524.39,37151.03,58.42,Miami/Ft. Lauderdale
1.77,1393.71,8.68,0,Miami/Ft. Lauderdale
1.17,721935.59,1299998.7,190755.81,Midsouth
1.28,9453.83,49525.46,5246.3,Midsouth
1.07,114337.07,9079.59,13932.74,Nashville
1.13,369.96,4669.91,18.16,Nashville
1.05,176480.19,7959.95,321,New Orleans/Mobile
1.6,348.97,0,0,New Orleans/Mobile
1.22,27734.02,1711900.09,4590.52,New York
1.93,2719.15,13976.67,7.75,New York
1.21,134556.37,4143702.97,10220.82,Northeast
1.9,4593.3,25193.73,29.41,Northeast
1.05,2739.66,503984.46,78.56,Northern New England
1.91,41.86,819.84,0,Northern New England
1.23,185586.2,19590.84,138.92,Orlando
1.78,1658,61.14,0,Orlando
1.32,18571.03,381134.53,2051.34,Philadelphia
1.79,365.29,1644.8,11.51,Philadelphia
0.67,775683.37,182956.41,4878.68,Phoenix/Tucson
1.46,11232.9,1442,0,Phoenix/Tucson
1.46,2099.7,48280.34,1279.05,Pittsburgh
1.49,844.96,42.74,0,Pittsburgh
1.03,1319397.29,424405.51,12270.69,Plains
1.85,3961.71,16857.65,85.87,Plains
0.91,241819.96,295585.52,16212.44,Portland
1.64,9687.42,13297.52,0,Portland
1.11,76699.18,60772.22,37794.41,Raleigh/Greensboro
1.32,168.83,5374.06,1163.17,Raleigh/Greensboro
1.06,72224.74,115679.54,11036.66,Richmond/Norfolk
1.03,348.51,6066.03,560.45,Richmond/Norfolk
1.09,52698.39,52242.5,146.1,Roanoke
0.82,227.33,12996.7,0,Roanoke
1.14,162135,217681.33,13246.38,Sacramento
1.3,13918.56,13294.66,0,Sacramento
0.85,399789.96,136147.89,11997.54,San Diego
1.45,2069.73,7045.39,0,San Diego
1.3,172662.98,462218.87,33343.35,San Francisco
1.48,23021.28,10608.04,0,San Francisco
1.08,263440.86,242012.13,9484.24,Seattle
1.66,9690.74,22159.83,58.17,Seattle
1.13,199489.94,44017.79,16482.29,South Carolina
1.87,822.36,1101.72,487.37,South Carolina
0.79,3969053.76,1709201.45,36330.84,South Central
1.4,35986.16,4598.59,0,South Central
1.17,2167781.63,212422.04,24440.63,Southeast
1.77,12263.83,6021.66,723.38,Southeast
1.03,46467.69,31703.17,3071.94,Spokane
1.76,900.37,1925.8,0,Spokane
1.25,125846.03,33050.99,42.85,St. Louis
2,1577.96,1820.99,0,St. Louis
1.34,899.13,44891.19,24.6,Syracuse
1.85,1.24,229.94,0,Syracuse
1.21,197831.01,20278.37,88.47,Tampa
1.69,1063.04,16.47,0,Tampa
1.02,16215328.75,13509064.65,858145.45,Total U.S.
1.42,251602.18,349907.52,6213.47,Total U.S.
0.94,3050014.63,2260890.88,115290.95,West
1.47,103400.77,77718.2,126.96,West
0.71,774232.7,128168.65,13889.83,West Tex/New Mexico
1.43,5881.71,4326.02,6.9,West Tex/New Mexico
1.43,1150.55,81955.16,94.32,Albany
1.87,19.51,213.43,0,Albany
1.11,386400.89,18618.84,838.68,Atlanta
1.78,2076.48,2105.43,0,Atlanta
1.27,63515.06,455166.65,44840.98,Baltimore/Washington
1.42,6094.92,7358.76,3915.19,Baltimore/Washington
0.96,61319.66,7393.99,2919.87,Boise
1.92,22.86,1010.43,0,Boise
1.26,4285.68,380514.08,162.66,Boston
1.91,54.38,1651.19,0,Boston
1.35,932.52,61668.49,56.53,Buffalo/Rochester
1.79,30.55,196.22,0,Buffalo/Rochester
1.08,2923673.93,1649623.66,168597.35,California
1.49,65830.84,56261.16,0,California
1.21,44340.34,46424.29,40248.52,Charlotte
1.26,476.58,4780.37,4975.49,Charlotte
1.23,54087.8,569043.02,109205.15,Chicago
1.57,201.46,24405.82,0,Chicago
1.04,10239.98,150323.91,14523.82,Cincinnati/Dayton
1.27,283.38,10504.29,0,Cincinnati/Dayton
1,97341.26,38624.07,22934.89,Columbus
1.21,560.26,2085.96,0,Columbus
0.73,855871.73,261026.33,6382.5,Dallas/Ft. Worth
1.35,8380.26,445.77,0,Dallas/Ft. Worth
1.21,156010.24,305200.86,17377.87,Denver
1.22,19911.52,8929.9,18.89,Denver
0.95,214237.95,98513.1,116503.88,Detroit
1.34,428.47,3469.2,0,Detroit
0.97,5515.43,202939.01,12421.42,Grand Rapids
1.85,0,969.48,0,Grand Rapids
1.09,787079.55,1939235.3,406338.23,Great Lakes
1.44,3514.15,57296.83,0,Great Lakes
1.19,44842.47,120942.94,487.01,Harrisburg/Scranton
1.88,39.57,251.83,8.35,Harrisburg/Scranton
1.2,4623.9,281567.1,249.3,Hartford/Springfield
2.3,46.31,2854.86,2.61,Hartford/Springfield
0.82,676510.74,263395.46,3241.06,Houston
1.25,10234.81,351.8,0,Houston
1.26,18666.08,89510.92,16162.78,Indianapolis
1.19,111.73,870.72,0,Indianapolis
1.22,81751.17,8351.79,524.46,Jacksonville
1.75,1550.76,186.61,248.41,Jacksonville
0.95,144311.49,84178.93,3609.37,Las Vegas
1.35,6463.13,4621.31,0,Las Vegas
0.98,1817736.96,390302.38,54789.31,Los Angeles
1.41,14135.17,20351.39,0,Los Angeles
1.2,2114.98,48390.37,4737.13,Louisville
1.44,2.46,1335.83,0,Louisville
1.24,323238.36,36762.19,136.17,Miami/Ft. Lauderdale
1.79,1251.61,48.24,0,Miami/Ft. Lauderdale
1.18,698401.8,1201257.18,203615.52,Midsouth
1.24,9323.58,71859.63,19399.4,Midsouth
1.07,100832.21,8161.87,10852.62,Nashville
1.55,383.39,4720.92,0,Nashville
0.96,172610.15,9661.21,262,New Orleans/Mobile
1.53,395.23,0,0,New Orleans/Mobile
1.43,21866.23,871213.06,1648.45,New York
2.06,2917.8,10860.17,90.34,New York
1.33,114065.77,2730591.16,5593.26,Northeast
1.92,4444.73,20525.36,119.96,Northeast
1.15,2745.99,287792.49,29.88,Northern New England
1.88,35.29,879.99,0,Northern New England
1.23,168886.63,19797.32,173.63,Orlando
1.88,2073.98,46,0,Orlando
1.44,16905.14,241209,1129.29,Philadelphia
1.85,293.24,1605.75,11.3,Philadelphia
0.67,739725.96,167185.6,4706.99,Phoenix/Tucson
1.67,8485.76,1510.63,0,Phoenix/Tucson
1.41,1822.43,50365.05,1406.54,Pittsburgh
1.53,1092.58,64.46,0,Pittsburgh
1.06,1228815.94,413931.34,11424.24,Plains
1.93,4649.22,17148.75,48.82,Plains
1.06,210129.55,162760.11,19253.03,Portland
1.68,13615.68,14195.22,0,Portland
1.16,77565.86,64994.1,41158.83,Raleigh/Greensboro
1.15,171.41,10462.72,4562.19,Raleigh/Greensboro
1.04,91276.43,103883.14,11273.72,Richmond/Norfolk
1.01,281.02,7695.78,1454.5,Richmond/Norfolk
1.08,55106.27,46302.99,68.28,Roanoke
0.92,203.77,16312.06,0,Roanoke
1.18,141111.13,200745.02,12034.36,Sacramento
1.53,7163.2,5530.28,0,Sacramento
1.02,283530.1,131772.59,9903.23,San Diego
1.48,2511.62,7398.74,0,San Diego
1.32,167532.68,434957.48,26013.96,San Francisco
1.53,22521.08,8741.03,0,San Francisco
1.22,176144.77,196907.32,13149.8,Seattle
1.81,10837.14,18774.47,11.92,Seattle
1.09,200005.38,46163.06,18077.99,South Carolina
1.44,718.19,2245.09,1424.3,South Carolina
0.79,3979432.32,1202270.23,33292.23,South Central
1.41,38624.93,5554.48,0,South Central
1.15,2098271.46,211868.36,26127.7,Southeast
1.7,13360.6,7486.14,2396.87,Southeast
1.09,36879.96,24110.51,4295.38,Spokane
1.78,774.37,1609.55,7.57,Spokane
1.32,96530.89,37553.09,37.3,St. Louis
2.01,1372.22,1813.6,0,St. Louis
1.44,743.44,42174.14,39.09,Syracuse
1.74,11.14,90.36,0,Syracuse
1.18,182281.62,18249.86,79.99,Tampa
1.69,982.96,3.52,0,Tampa
1.06,14615941.59,11003341.22,963549.53,Total U.S.
1.5,246278.31,312193.09,22024.09,Total U.S.
0.98,2786200.82,1654563.98,108561,West
1.49,106530.27,76060.75,59.03,West
0.7,721087.66,112070.95,12170.59,West Tex/New Mexico
1.42,7604.41,5425.94,0,West Tex/New Mexico
1.19,680.27,71376.81,58.7,Albany
1.93,24.09,183.55,0,Albany
0.96,538126.94,27284.43,1260.8,Atlanta
1.74,1705.34,2707.04,0,Atlanta
1.18,63610.12,560740.03,49808.51,Baltimore/Washington
1.69,6716.44,3800.9,993.22,Baltimore/Washington
1.03,54825.95,14839.33,6037.23,Boise
1.97,45.07,1108.3,0,Boise
1.14,4601.66,490485.76,276.82,Boston
1.94,28.09,1052.29,0,Boston
1.43,1033.76,55018.95,103.94,Buffalo/Rochester
1.8,33.04,169.92,0,Buffalo/Rochester
1.1,2978396.74,1873205.91,195991.06,California
1.5,60597.97,63560.02,0,California
1.2,43628.72,59207.62,46014.43,Charlotte
2.07,405,1601.85,1473.53,Charlotte
1.23,57568.25,611797.34,113475.77,Chicago
1.86,552.15,19632.59,0,Chicago
1.1,10258.51,152036.29,4490.78,Cincinnati/Dayton
1.48,303.66,13023.85,0,Cincinnati/Dayton
1.01,85510.9,37314.24,14261.54,Columbus
1.51,463.76,3593,0,Columbus
0.81,775365.99,299938.43,6833.07,Dallas/Ft. Worth
1.36,10061.35,430.17,0,Dallas/Ft. Worth
1.16,198187.29,369924.19,18817.6,Denver
1.43,13288.77,5497.61,18.94,Denver
1.03,193348.39,34774.04,46503.59,Detroit
1.61,506.77,5960.45,0,Detroit
1.3,7888.33,74169.01,3111.69,Grand Rapids
1.83,10.03,983.02,0,Grand Rapids
1.15,758183.5,1764210.85,263068.72,Great Lakes
1.66,4379.87,61338.68,0,Great Lakes
1.21,43499.81,132429.7,777.66,Harrisburg/Scranton
1.84,75.43,178.79,15.02,Harrisburg/Scranton
1.34,4532.15,229800.24,177.56,Hartford/Springfield
2.36,84.97,3012.17,18.3,Hartford/Springfield
0.83,662438.33,324447.92,5151.72,Houston
1.26,11145.09,366.75,0,Houston
1.29,19662.17,92856.9,14814.07,Indianapolis
1.65,81.97,1193.4,0,Indianapolis
1,139484.96,13258.26,1049.26,Jacksonville
1.83,1521.36,68.51,14.17,Jacksonville
0.98,152869.01,83857.08,4566.03,Las Vegas
1.33,6688.91,4328.35,0,Las Vegas
0.97,2013195.78,465604.19,73414.62,Los Angeles
1.42,15437.2,24124.62,0,Los Angeles
1.05,2581.31,55999.82,1616.65,Louisville
1.51,3.69,1340.14,0,Louisville
1.01,571149.16,62989.67,72.94,Miami/Ft. Lauderdale
1.77,1036.04,16.06,0,Miami/Ft. Lauderdale
1.14,719874.17,1431141.56,231744.91,Midsouth
1.37,9466.95,54218.49,5347.87,Midsouth
0.98,140921.85,9348.72,14228.41,Nashville
1.35,368.97,3203.83,0,Nashville
1.03,175841.33,10463.04,235,New Orleans/Mobile
1.61,434.29,16.56,0,New Orleans/Mobile
1.37,21741.7,1103694.97,1724.03,New York
2.17,3933.46,9577.45,417.36,New York
1.26,112425.95,3212552.24,7774.83,Northeast
1.97,5569.19,18983.33,513.94,Northeast
1.04,2624.76,372289.48,53.34,Northern New England
1.88,5.95,677.58,0,Northern New England
1,295794.7,29758,160.42,Orlando
1.81,1582.32,41.05,0,Orlando
1.4,15940.65,277233.41,1055.58,Philadelphia
1.9,371.01,1693.43,18.14,Philadelphia
0.58,968755.93,180676.87,6013.78,Phoenix/Tucson
1.7,8631.46,1351.35,0,Phoenix/Tucson
1.01,2157.12,117543.69,3203.21,Pittsburgh
1.54,856.32,71.5,0,Pittsburgh
1.03,1221023.1,450494.18,12148.13,Plains
1.92,8773.67,13683.89,11.65,Plains
1.01,190231.27,295332.36,15508.11,Portland
1.82,7408.52,14746.61,3.33,Portland
1.21,58855.6,80893.32,50072.71,Raleigh/Greensboro
1.36,97.29,6165.76,1001.62,Raleigh/Greensboro
1.03,91042.47,116589.43,13055.11,Richmond/Norfolk
1.02,368.78,6973.85,495.62,Richmond/Norfolk
1.07,55748.5,50452.59,99.51,Roanoke
0.89,191.26,15349.07,0,Roanoke
1.26,110289.47,232223.44,12830.34,Sacramento
1.62,6010.97,5119.6,0,Sacramento
1.08,273672.82,155813.57,13519.38,San Diego
1.51,2853.3,8566.51,0,San Diego
1.37,131638.62,467572.13,23810.65,San Francisco
1.52,19270.32,10024.67,0,San Francisco
1.14,213212.05,240665.64,14400.18,Seattle
1.85,10926.16,17449.97,33.16,Seattle
1.05,247039.02,58352.93,20373.51,South Carolina
1.99,617.31,1406.36,644.08,South Carolina
0.83,3794422.74,1434383.77,38143.15,South Central
1.39,43917.94,5442.25,0,South Central
1,3209533.78,311176.56,30510.18,Southeast
1.78,11448.55,7223.77,950.98,Southeast
1.07,41058.09,33679.94,3564.33,Spokane
1.76,951.24,1617.67,3.78,Spokane
1.18,135166.39,38773.04,9,St. Louis
2.04,1591.21,2270.74,0,St. Louis
1.35,559.81,34572.48,36.29,Syracuse
1.8,7.44,103.94,0,Syracuse
0.99,331416.4,30794.75,279.94,Tampa
1.7,803.88,7.03,0,Tampa
1.04,16000107.8,12513821.19,899779.92,Total U.S.
1.59,234692.14,293553.99,6911.26,Total U.S.
0.93,3206247.81,2036656.12,120398.95,West
1.6,90538,69103.55,86.82,West
0.75,692900.55,107964.22,14654.28,West Tex/New Mexico
1.38,6545.88,4514.13,0,West Tex/New Mexico
1.23,922.37,70469.69,50.55,Albany
1.9,82.3,105.49,0,Albany
1.1,382900.99,19543.18,522.81,Atlanta
1.84,1744.63,2484.81,0,Atlanta
1.19,67744.84,617813.87,45832.8,Baltimore/Washington
1.69,5802.91,3268.67,1060.5,Baltimore/Washington
0.97,57373.57,7421.36,4028.3,Boise
1.54,19.2,2374.26,0,Boise
1.26,4128.35,418105.36,108.6,Boston
1.94,45.51,1123.51,0,Boston
1.4,1039.49,54249.06,79.38,Buffalo/Rochester
1.79,42.61,173.27,0,Buffalo/Rochester
0.98,3620440.35,1826496.62,209443.33,California
1.5,52846.87,53628.31,0,California
1.19,45688.14,43259.91,44529.73,Charlotte
2.14,335.32,1524.77,1348.57,Charlotte
1.26,50563.81,518850.04,132732.66,Chicago
1.85,599.1,17156.71,0,Chicago
1.06,10459.41,143893.61,4652.39,Cincinnati/Dayton
1.47,247.34,12167.6,0,Cincinnati/Dayton
1.1,80729.03,21813.84,13935.13,Columbus
1.49,410.92,3627.94,0,Columbus
0.68,941838.33,315653.39,7287.06,Dallas/Ft. Worth
1.38,7376.1,398.95,0,Dallas/Ft. Worth
1.26,127747.5,365471.2,18725.02,Denver
1.43,11232.12,4800.39,21.27,Denver
1.09,162243.06,28903.88,53233.66,Detroit
1.55,616.11,7097.83,0,Detroit
1.31,7097,90411.8,3360.05,Grand Rapids
1.85,22.99,722.86,0,Grand Rapids
1.2,667193.97,1478975.82,280464.92,Great Lakes
1.65,3599.67,58929.65,0,Great Lakes
1.22,42572.44,125281.89,804.17,Harrisburg/Scranton
1.83,91.11,173.81,0,Harrisburg/Scranton
1.33,4974.69,237651.14,142.52,Hartford/Springfield
2.24,274.09,2489.29,18.36,Hartford/Springfield
0.72,757230.93,383626.57,2927.27,Houston
1.23,8711.9,189.05,0,Houston
1.37,13199.86,80053.62,6630.76,Indianapolis
1.56,78.89,953.08,0,Indianapolis
1.24,86553.01,7980.5,615.86,Jacksonville
1.83,1343.65,17.59,22.28,Jacksonville
1.03,134269.07,84841.82,8253.99,Las Vegas
1.35,5870.7,4092.11,0,Las Vegas
0.85,2355022.1,455405.46,76580.26,Los Angeles
1.4,14419.12,19119.68,0,Los Angeles
1,7195.55,58910.38,1622.81,Louisville
1.34,8.65,1031.77,0,Louisville
1.27,296763.96,35493.31,57.9,Miami/Ft. Lauderdale
1.72,1172.5,12.33,0,Miami/Ft. Lauderdale
1.14,734816.3,1377202.12,207708.91,Midsouth
1.44,8593.51,46639.27,5152.23,Midsouth
1.04,117285.11,8351.55,11839,Nashville
1.55,380.02,2767.07,0,Nashville
1.04,164856.45,8536.94,319,New Orleans/Mobile
1.55,495.43,11.01,0,New Orleans/Mobile
1.43,24958.8,1077663.26,1368.92,New York
1.93,3348.56,11206.98,649.64,New York
1.34,116068.2,2954175.96,5488.64,Northeast
1.89,5614.59,21199.65,704.73,Northeast
1.2,2523.96,313153.31,61.25,Northern New England
1.91,4.82,1045.37,0,Northern New England
1.26,174419.44,19641.65,73.35,Orlando
1.84,2221.2,89.02,0,Orlando
1.43,18200.08,270397.51,1068.66,Philadelphia
1.86,508.05,1828.02,3.83,Philadelphia
0.56,981853.86,177850.55,10400.82,Phoenix/Tucson
1.54,10865.24,1272.45,0,Phoenix/Tucson
1.32,1472.2,45514.38,1439.62,Pittsburgh
1.51,839.69,30.05,0,Pittsburgh
1.09,1085643.8,418763.72,11918.96,Plains
1.93,4847.34,17449.33,53.66,Plains
1.01,249742.24,226577.97,17218.66,Portland
1.5,7282.84,34362.43,1.67,Portland
1.16,77231.53,60701.02,43537.37,Raleigh/Greensboro
1.6,244.24,5424.93,1038.16,Raleigh/Greensboro
1.02,102486.76,98090.75,11466.99,Richmond/Norfolk
1.13,232.65,6403.66,431.22,Richmond/Norfolk
1.06,57819.4,41122.46,33.05,Roanoke
0.98,118.86,12165.3,0,Roanoke
1.17,156719.55,219047.4,14172.36,Sacramento
1.62,5542.33,4688.66,0,Sacramento
0.9,358147.99,153680.36,14150.62,San Diego
1.49,2933.55,6895.9,0,San Diego
1.29,192708.56,469208.86,26109.55,San Francisco
1.54,15942.89,8626.08,0,San Francisco
1.12,244319.84,185303.96,14394.68,Seattle
1.65,11101.07,41130.51,83.64,Seattle
1.13,185323.63,43301.71,18015.98,South Carolina
