average_price,4046,4225,4770,type,geography
1.3,335.93,6835.59,0.0,organic,Cincinnati/Dayton
0.92,78646.7,38158.3,23466.68,conventional,Columbus
1.28,392.6,2600.03,0.0,organic,Columbus
0.8,603099.94,287514.29,78916.52,conventional,Dallas/Ft. Worth
1.36,7396.68,626.91,1.42,organic,Dallas/Ft. Worth
0.8,167669.42,270481.63,27489.66,conventional,Denver
0.95,6587.57,6336.15,40.64,organic,Denver
1.04,131406.58,59678.32,96298.92,conventional,Detroit
1.46,1820.34,5379.14,0.0,organic,Detroit
1.13,3588.83,126342.36,14941.42,conventional,Grand Rapids
1.54,1297.07,733.48,0.0,organic,Grand Rapids
1.07,30150.26,141567.72,148.18,conventional,Harrisburg/Scranton
1.49,86.08,186.27,15.3,organic,Harrisburg/Scranton
1.12,5276.3,322397.86,255.75,conventional,Hartford/Springfield
2.27,126.99,2375.58,16.21,organic,Hartford/Springfield
0.74,484446.28,348542.55,161506.54,conventional,Houston
1.44,7059.86,63.08,0.0,organic,Houston
0.98,8329.28,102864.26,22380.58,conventional,Indianapolis
1.38,281.67,1119.38,0.0,organic,Indianapolis
1.04,76816.44,21968.91,256.1,conventional,Jacksonville
1.74,1724.8,84.91,10.92,organic,Jacksonville
0.92,117236.18,87109.87,14509.71,conventional,Las Vegas
1.68,1776.21,3076.64,0.0,organic,Las Vegas
0.74,1004134.51,721988.78,75111.71,conventional,Los Angeles
1.02,9874.87,21594.16,80.34,organic,Los Angeles
0.92,2539.14,70021.38,4774.82,conventional,Louisville
1.55,6.12,781.54,0.0,organic,Louisville
1.11,287032.09,79763.12,168.96,conventional,Miami/Ft. Lauderdale
1.54,804.36,0.0,0.0,organic,Miami/Ft. Lauderdale
0.95,90482.99,33297.46,8012.73,conventional,Nashville
1.39,750.04,2879.87,0.0,organic,Nashville
0.88,164436.06,33071.52,347.05,conventional,New Orleans/Mobile
1.43,623.49,18.16,0.0,organic,New Orleans/Mobile
1.02,18769.06,1284268.92,1383.65,conventional,New York
1.83,2126.26,7493.14,1235.89,organic,New York
1.03,163156.69,61348.18,159.17,conventional,Orlando
1.76,2811.38,67.97,0.0,organic,Orlando
1.04,18326.33,344188.07,504.95,conventional,Philadelphia
1.53,438.65,1843.31,18.4,organic,Philadelphia
0.64,663697.2,293461.52,21553.25,conventional,Phoenix/Tucson
1.53,5035.0,1072.8,0.0,organic,Phoenix/Tucson
1.22,2259.16,61619.09,1456.3,conventional,Pittsburgh
1.3,292.1,137.37,0.0,organic,Pittsburgh
0.88,83566.59,223504.78,18005.27,conventional,Portland
1.35,1049.79,9316.87,13.32,organic,Portland
0.96,61313.27,145758.08,26481.58,conventional,Raleigh/Greensboro
1.56,188.11,2631.57,447.6,organic,Raleigh/Greensboro
0.98,52910.51,115933.08,7356.2,conventional,Richmond/Norfolk
1.35,170.11,2962.04,284.31,organic,Richmond/Norfolk
0.99,32756.64,52095.37,135.09,conventional,Roanoke
1.33,98.48,3346.91,0.0,organic,Roanoke
1.13,145374.67,209170.61,19002.36,conventional,Sacramento
1.73,1966.28,7082.01,0.0,organic,Sacramento
0.72,174249.75,192217.79,18036.77,conventional,San Diego
1.4,1123.3,7131.28,12.78,organic,San Diego
1.27,236160.56,431120.43,57834.69,conventional,San Francisco
2.3,1637.6,21868.98,0.0,organic,San Francisco
0.98,75852.78,190462.67,8910.2,conventional,Seattle
1.36,434.84,14514.53,6.65,organic,Seattle
1.01,159088.93,88740.6,9166.73,conventional,South Carolina
1.54,786.83,1594.15,249.42,organic,South Carolina
1.0,19600.06,19030.78,3497.5,conventional,Spokane
1.42,49.87,1306.09,0.0,organic,Spokane
1.01,79030.8,33529.73,14.01,conventional,St. Louis
0.91,1065.99,618.9,0.0,organic,St. Louis
1.2,1181.04,41173.79,33.29,conventional,Syracuse
1.98,0.0,155.32,0.0,organic,Syracuse
0.98,155283.41,95492.75,91.61,conventional,Tampa
1.6,1598.53,35.88,0.0,organic,Tampa
0.79,512429.69,88819.79,38529.09,conventional,West Tex/New Mexico
1.64,1618.9,4032.03,2.34,organic,West Tex/New Mexico
1.07,2031.67,157271.87,109.88,conventional,Albany
1.81,33.15,254.56,0.0,organic,Albany
0.76,415641.47,134517.41,418.98,conventional,Atlanta
1.72,1932.23,2613.21,0.0,organic,Atlanta
1.1,73754.24,621956.14,48009.43,conventional,Baltimore/Washington
1.66,643.01,7814.15,346.1,organic,Baltimore/Washington
0.82,42825.57,14822.29,17989.29,conventional,Boise
0.84,15.15,460.94,0.0,organic,Boise
1.05,5986.94,511548.6,25200.19,conventional,Boston
1.62,7.59,1515.63,0.0,organic,Boston
1.3,2262.36,76308.98,123.88,conventional,Buffalo/Rochester
2.11,0.0,223.49,0.0,organic,Buffalo/Rochester
0.7,2930343.28,3950852.38,424389.6,conventional,California
1.38,13085.23,84118.36,78.91,organic,California
0.8,63128.71,160544.54,42056.68,conventional,Charlotte
1.82,385.1,1740.65,640.36,organic,Charlotte
0.82,68454.39,758581.79,155377.3,conventional,Chicago
1.6,872.31,29897.7,0.0,organic,Chicago
0.81,4898.28,177380.94,30149.6,conventional,Cincinnati/Dayton
1.11,443.33,8905.29,0.0,organic,Cincinnati/Dayton
0.81,99884.81,55303.67,36191.68,conventional,Columbus
1.31,499.69,2482.27,2.16,organic,Columbus
0.71,766439.13,410258.37,143875.64,conventional,Dallas/Ft. Worth
1.27,7123.02,778.11,0.0,organic,Dallas/Ft. Worth
0.63,230721.51,557897.36,18935.14,conventional,Denver
1.08,4205.46,3815.33,32.99,organic,Denver
0.77,169611.09,118251.74,192417.1,conventional,Detroit
1.33,1808.94,5778.2,0.0,organic,Detroit
0.94,3935.71,205006.57,43866.57,conventional,Grand Rapids
1.46,1353.88,561.7,0.0,organic,Grand Rapids
1.1,42668.36,186545.28,334.31,conventional,Harrisburg/Scranton
1.91,174.72,253.63,7.42,organic,Harrisburg/Scranton
1.16,4834.86,306373.73,530.92,conventional,Hartford/Springfield
2.32,190.13,5285.63,13.48,organic,Hartford/Springfield
0.69,528669.72,424427.32,203797.87,conventional,Houston
1.37,7098.05,77.31,0.0,organic,Houston
0.88,13926.79,145591.86,27708.02,conventional,Indianapolis
1.37,363.35,1459.7,3.32,organic,Indianapolis
0.54,191441.47,57532.08,594.02,conventional,Jacksonville
1.7,1370.93,59.67,12.18,organic,Jacksonville
0.74,191144.38,142489.45,10624.82,conventional,Las Vegas
1.41,1466.84,2881.87,0.0,organic,Las Vegas
0.58,1262681.15,1447533.8,98684.4,conventional,Los Angeles
1.07,7720.21,22562.0,37.04,organic,Los Angeles
0.85,2805.31,98136.23,10193.62,conventional,Louisville
1.59,7.32,890.84,0.0,organic,Louisville
0.59,649646.72,241271.36,231.23,conventional,Miami/Ft. Lauderdale
1.44,950.9,11.61,0.0,organic,Miami/Ft. Lauderdale
0.77,124530.37,59611.16,7759.08,conventional,Nashville
1.4,579.26,2809.35,0.0,organic,Nashville
0.58,348348.45,55886.98,566.5,conventional,New Orleans/Mobile
1.41,305.99,0.0,0.0,organic,New Orleans/Mobile
0.95,23983.2,1630429.86,2999.72,conventional,New York
1.95,4811.67,9963.04,1515.57,organic,New York
0.58,370221.57,119918.66,221.91,conventional,Orlando
1.7,2384.31,72.33,0.0,organic,Orlando
0.96,16403.87,385630.69,1418.38,conventional,Philadelphia
1.86,793.09,2576.33,10.97,organic,Philadelphia
0.55,1093424.86,286748.57,57213.24,conventional,Phoenix/Tucson
1.6,5808.71,991.9,0.0,organic,Phoenix/Tucson
1.18,3398.51,72083.75,1740.09,conventional,Pittsburgh
1.45,161.37,191.14,0.0,organic,Pittsburgh
0.72,90313.08,340413.42,17669.38,conventional,Portland
1.12,1306.98,12257.79,0.0,organic,Portland
0.86,82796.77,207314.39,41708.37,conventional,Raleigh/Greensboro
1.54,215.41,2621.54,515.02,organic,Raleigh/Greensboro
0.78,145746.61,168148.89,11393.01,conventional,Richmond/Norfolk
1.34,133.45,2540.32,283.58,organic,Richmond/Norfolk
0.91,60920.14,79535.27,179.28,conventional,Roanoke
1.29,80.15,3366.4,0.0,organic,Roanoke
0.91,259382.37,419044.57,34235.86,conventional,Sacramento
1.72,1176.14,6908.66,0.0,organic,Sacramento
0.61,212980.89,302238.82,23694.84,conventional,San Diego
1.32,883.53,7162.51,12.78,organic,San Diego
0.89,333064.46,858526.37,72545.79,conventional,San Francisco
1.93,1240.75,24785.95,0.0,organic,San Francisco
0.75,110675.58,347695.79,6322.02,conventional,Seattle
1.26,557.91,13292.78,29.22,organic,Seattle
0.69,307135.68,151185.73,13083.51,conventional,South Carolina
1.61,573.69,1792.04,364.71,organic,South Carolina
0.74,25009.68,56113.16,1283.73,conventional,Spokane
1.22,59.36,1319.25,0.0,organic,Spokane
0.87,76562.84,80994.41,32.76,conventional,St. Louis
1.63,1245.18,640.98,0.0,organic,St. Louis
1.28,1462.82,60707.3,23.26,conventional,Syracuse
2.06,1.25,172.76,0.0,organic,Syracuse
0.56,385584.08,189389.79,105.28,conventional,Tampa
1.49,1128.33,16.05,0.0,organic,Tampa
0.68,755962.49,197733.56,74916.26,conventional,West Tex/New Mexico
1.49,1451.0,4199.43,37.92,organic,West Tex/New Mexico
1.13,1640.86,77133.01,12.0,conventional,Albany
1.81,50.84,263.65,0.0,organic,Albany
0.97,313342.08,57925.31,1008.13,conventional,Atlanta
1.59,1825.41,2428.43,0.0,organic,Atlanta
1.11,72824.97,596869.49,60290.41,conventional,Baltimore/Washington
1.82,625.56,7940.04,269.05,organic,Baltimore/Washington
0.94,38043.2,5302.57,6617.29,conventional,Boise
0.87,42.95,839.99,0.0,organic,Boise
0.98,7591.61,560259.15,58165.42,conventional,Boston
1.59,9.6,711.45,0.0,organic,Boston
1.29,1921.88,60453.06,40.49,conventional,Buffalo/Rochester
1.99,0.0,246.79,0.0,organic,Buffalo/Rochester
0.82,1998149.71,1974912.11,278558.48,conventional,California
1.47,11345.11,87139.61,97.12,organic,California
1.0,45730.46,87862.03,18323.51,conventional,Charlotte
1.75,307.68,1674.06,502.11,organic,Charlotte
1.0,45558.04,501188.76,131202.78,conventional,Chicago
1.58,751.06,25968.76,0.0,organic,Chicago
0.86,3898.22,144374.76,8008.86,conventional,Cincinnati/Dayton
1.01,545.84,9088.79,0.0,organic,Cincinnati/Dayton
0.91,82198.65,38935.77,17174.63,conventional,Columbus
1.25,499.91,2710.71,0.0,organic,Columbus
0.65,749745.24,306905.42,135347.78,conventional,Dallas/Ft. Worth
1.27,6386.7,573.59,0.0,organic,Dallas/Ft. Worth
0.7,178547.07,277085.15,17992.56,conventional,Denver
1.18,6478.87,3527.28,27.51,organic,Denver
1.0,129795.42,51191.64,71030.49,conventional,Detroit
1.31,2185.23,5667.24,0.0,organic,Detroit
1.13,3573.23,98244.04,14048.13,conventional,Grand Rapids
1.36,919.81,981.87,0.0,organic,Grand Rapids
1.09,39983.9,155336.11,224.2,conventional,Harrisburg/Scranton
2.22,208.23,249.04,20.39,organic,Harrisburg/Scranton
1.1,6064.88,326486.66,316.89,conventional,Hartford/Springfield
2.31,149.4,3103.78,0.0,organic,Hartford/Springfield
0.67,518192.1,334137.36,210029.3,conventional,Houston
1.24,6478.08,52.39,0.0,organic,Houston
0.83,13525.56,133956.97,15621.58,conventional,Indianapolis
1.24,368.91,1277.17,0.0,organic,Indianapolis
0.95,74835.5,23877.54,377.48,conventional,Jacksonville
1.73,1696.11,51.32,13.44,organic,Jacksonville
0.79,144507.48,110749.56,7330.96,conventional,Las Vegas
1.28,1481.93,3314.57,0.0,organic,Las Vegas
0.65,931605.09,837742.21,90043.21,conventional,Los Angeles
1.09,7138.11,29178.56,90.94,organic,Los Angeles
0.86,2921.35,81575.81,3867.4,conventional,Louisville
1.72,31.66,831.75,0.0,organic,Louisville
1.12,219037.75,101866.88,75.47,conventional,Miami/Ft. Lauderdale
1.45,1074.21,5.16,0.0,organic,Miami/Ft. Lauderdale
0.88,103368.34,42830.57,8627.2,conventional,Nashville
1.42,593.08,2791.92,0.0,organic,Nashville
0.81,175416.56,29031.38,379.12,conventional,New Orleans/Mobile
1.46,549.33,0.0,0.0,organic,New Orleans/Mobile
1.09,23786.18,1388157.42,1219.98,conventional,New York
2.11,4689.2,9473.43,1200.23,organic,New York
0.96,168683.78,50342.11,103.25,conventional,Orlando
1.69,2474.96,47.52,0.0,organic,Orlando
1.19,15846.19,283607.57,1006.08,conventional,Philadelphia
2.07,686.01,2615.97,23.18,organic,Philadelphia
0.61,788381.39,243842.36,22140.43,conventional,Phoenix/Tucson
1.34,6179.97,1601.26,0.0,organic,Phoenix/Tucson
1.14,2425.21,52891.65,1332.2,conventional,Pittsburgh
1.38,195.98,164.87,0.0,organic,Pittsburgh
0.87,98599.11,169228.62,15639.48,conventional,Portland
0.9,1154.71,18425.48,3.31,organic,Portland
0.99,71137.02,118416.48,18499.75,conventional,Raleigh/Greensboro
1.59,183.68,1987.42,397.71,organic,Raleigh/Greensboro
0.92,69755.44,118256.29,4864.42,conventional,Richmond/Norfolk
1.29,177.82,2574.21,212.43,organic,Richmond/Norfolk
0.9,47759.39,55674.85,185.96,conventional,Roanoke
1.21,107.13,2986.26,0.0,organic,Roanoke
1.04,143312.43,207645.46,17758.15,conventional,Sacramento
1.98,1013.96,6423.04,0.0,organic,Sacramento
0.79,173874.57,140454.28,22029.85,conventional,San Diego
1.42,667.06,9489.39,7.99,organic,San Diego
1.34,200199.01,357790.26,39859.46,conventional,San Francisco
2.37,1014.44,20230.54,0.0,organic,San Francisco
0.98,105339.16,152777.85,8215.67,conventional,Seattle
0.98,455.72,20258.99,40.95,organic,Seattle
0.91,180057.56,81396.58,6594.27,conventional,South Carolina
1.55,646.76,1624.04,248.73,organic,South Carolina
0.95,22683.59,21398.24,2422.28,conventional,Spokane
0.98,64.99,1798.79,0.0,organic,Spokane
0.98,55935.83,21668.85,16.24,conventional,St. Louis
1.71,1732.47,659.07,0.0,organic,St. Louis
1.28,1088.74,37685.2,41.0,conventional,Syracuse
1.96,0.0,141.31,0.0,organic,Syracuse
1.0,160675.05,76135.86,78.63,conventional,Tampa
1.48,1163.01,29.61,0.0,organic,Tampa
0.7,621734.73,151510.22,30289.17,conventional,West Tex/New Mexico
1.39,1483.39,4975.83,38.02,organic,West Tex/New Mexico
1.28,869.16,84484.99,24.98,conventional,Albany
1.79,23.61,213.64,0.0,organic,Albany
1.04,270173.33,61591.16,1996.32,conventional,Atlanta
1.74,2034.56,2318.33,0.0,organic,Atlanta
1.2,51913.21,446499.2,54665.59,conventional,Baltimore/Washington
1.54,602.1,10520.33,284.63,organic,Baltimore/Washington
0.74,37807.51,9084.55,4890.81,conventional,Boise
1.67,35.36,425.56,0.0,organic,Boise
1.14,5600.54,388956.7,36873.84,conventional,Boston
1.52,13.81,451.66,0.0,organic,Boston
1.31,1500.02,52665.54,31.37,conventional,Buffalo/Rochester
1.66,0.0,279.64,0.0,organic,Buffalo/Rochester
0.89,1776499.0,2073957.12,267508.94,conventional,California
1.43,14702.41,81578.02,12.13,organic,California
1.07,36397.39,86393.95,19834.26,conventional,Charlotte
1.81,315.14,1836.82,556.58,organic,Charlotte
1.09,39220.29,483562.05,125838.6,conventional,Chicago
1.55,945.63,28552.71,0.0,organic,Chicago
0.86,3480.46,117328.79,5551.81,conventional,Cincinnati/Dayton
1.33,529.0,7783.07,0.0,organic,Cincinnati/Dayton
1.05,46771.81,36674.01,15757.97,conventional,Columbus
1.39,590.44,2960.78,0.0,organic,Columbus
0.83,543538.14,221807.33,70976.84,conventional,Dallas/Ft. Worth
1.18,7305.62,614.56,0.0,organic,Dallas/Ft. Worth
0.73,155250.0,331998.14,14973.1,conventional,Denver
1.07,5720.97,2259.38,4.41,organic,Denver
1.2,76211.84,42300.46,62843.26,conventional,Detroit
1.31,2285.14,5350.58,0.0,organic,Detroit
1.16,3581.34,93603.59,4067.71,conventional,Grand Rapids
1.58,1437.69,715.4,0.0,organic,Grand Rapids
1.15,33667.84,136616.59,158.14,conventional,Harrisburg/Scranton
1.87,150.33,264.13,23.92,organic,Harrisburg/Scranton
1.28,4492.49,214537.05,279.57,conventional,Hartford/Springfield
2.24,127.66,2709.06,6.72,organic,Hartford/Springfield
0.8,566062.35,200934.84,90645.64,conventional,Houston
1.28,7088.11,52.61,0.0,organic,Houston
1.03,10806.76,91309.12,8892.49,conventional,Indianapolis
1.53,320.85,1193.27,0.0,organic,Indianapolis
1.01,63676.54,22329.28,211.65,conventional,Jacksonville
1.76,1793.68,76.87,6.1,organic,Jacksonville
0.83,121214.86,124295.71,6447.94,conventional,Las Vegas
1.44,1481.86,3293.97,0.0,organic,Las Vegas
0.76,842358.1,671213.11,83794.46,conventional,Los Angeles
1.07,9483.06,27925.49,7.69,organic,Los Angeles
0.86,2368.19,75573.8,2285.79,conventional,Louisville
1.64,27.95,646.39,0.0,organic,Louisville
1.1,244778.76,102684.81,78.3,conventional,Miami/Ft. Lauderdale
1.4,726.48,2.58,0.0,organic,Miami/Ft. Lauderdale
0.94,101831.21,25448.04,9518.87,conventional,Nashville
1.49,753.3,2433.22,0.0,organic,Nashville
0.89,142078.71,31665.87,322.0,conventional,New Orleans/Mobile
1.54,636.08,0.0,0.0,organic,New Orleans/Mobile
1.21,15028.05,930110.1,3071.33,conventional,New York
1.9,5043.6,10101.04,1489.17,organic,New York
1.05,145443.75,50580.83,89.81,conventional,Orlando
1.67,2172.08,61.97,0.0,organic,Orlando
1.26,14147.11,268801.73,1816.34,conventional,Philadelphia
1.79,715.85,2560.31,6.19,organic,Philadelphia
0.67,560568.72,347498.78,15354.56,conventional,Phoenix/Tucson
1.63,4295.76,1488.34,0.0,organic,Phoenix/Tucson
1.23,1353.29,57902.7,1371.78,conventional,Pittsburgh
1.33,314.49,32.43,0.0,organic,Pittsburgh
0.71,65380.96,277280.25,14447.61,conventional,Portland
1.76,786.08,9953.75,4.96,organic,Portland
1.05,55054.39,118359.43,19436.13,conventional,Raleigh/Greensboro
1.76,211.91,2287.77,382.96,organic,Raleigh/Greensboro
0.98,57431.41,101387.49,5839.55,conventional,Richmond/Norfolk
1.48,140.98,1961.84,223.42,organic,Richmond/Norfolk
0.98,32921.58,45911.67,102.37,conventional,Roanoke
1.38,111.37,3060.73,0.0,organic,Roanoke
1.09,124241.28,219980.44,17229.28,conventional,Sacramento
2.04,1000.93,5572.52,0.0,organic,Sacramento
0.86,165757.19,159025.48,19779.65,conventional,San Diego
1.25,1307.06,8403.84,4.79,organic,San Diego
1.15,178438.97,509199.72,41240.25,conventional,San Francisco
2.38,1145.81,20051.14,0.0,organic,San Francisco
0.86,56523.09,215390.45,8476.06,conventional,Seattle
1.41,362.25,14316.01,34.15,organic,Seattle
1.04,145774.22,82586.6,7361.72,conventional,South Carolina
1.58,669.98,1631.47,242.52,organic,South Carolina
0.82,16913.21,27398.67,2940.94,conventional,Spokane
1.42,17.18,1515.29,0.0,organic,Spokane
1.0,78891.03,27326.04,55.42,conventional,St. Louis
0.82,1078.6,801.1,3.49,organic,St. Louis
1.34,918.45,40416.33,20.5,conventional,Syracuse
1.71,0.0,68.66,0.0,organic,Syracuse
1.05,146660.22,67636.88,75.71,conventional,Tampa
1.46,860.22,24.51,0.0,organic,Tampa
0.7,531994.93,140944.9,27799.93,conventional,West Tex/New Mexico
1.48,1308.04,4865.24,4.77,organic,West Tex/New Mexico
1.26,805.41,72159.95,63.13,conventional,Albany
1.79,9.43,143.74,0.0,organic,Albany
0.9,325884.06,106311.73,1136.7,conventional,Atlanta
1.78,2039.85,2747.16,0.0,organic,Atlanta
1.12,61483.8,641585.11,20335.44,conventional,Baltimore/Washington
1.62,503.01,8253.43,308.93,organic,Baltimore/Washington
0.89,38143.38,5361.13,8767.1,conventional,Boise
1.84,45.47,514.08,0.0,organic,Boise
1.08,6632.53,506048.61,36934.25,conventional,Boston
1.64,6.0,1286.52,0.0,organic,Boston
1.22,1658.99,78720.64,36.18,conventional,Buffalo/Rochester
1.56,0.0,223.9,0.0,organic,Buffalo/Rochester
0.89,1873878.11,2020327.87,302210.56,conventional,California
1.28,16583.5,95085.1,4.55,organic,California
1.05,35461.06,106914.98,19046.18,conventional,Charlotte
1.83,290.68,2007.09,559.81,organic,Charlotte
1.15,32414.21,522790.14,133067.18,conventional,Chicago
1.6,918.49,32243.52,0.0,organic,Chicago
0.87,4252.39,129161.49,16207.08,conventional,Cincinnati/Dayton
1.47,414.52,8307.16,0.0,organic,Cincinnati/Dayton
1.03,48902.44,41405.76,28499.61,conventional,Columbus
1.43,451.27,4249.41,0.0,organic,Columbus
0.74,717451.54,207475.39,53555.69,conventional,Dallas/Ft. Worth
1.19,7338.02,695.76,0.0,organic,Dallas/Ft. Worth
0.74,118099.68,300335.55,62908.07,conventional,Denver
1.06,4713.24,1955.11,23.17,organic,Denver
1.13,82100.44,66020.0,108296.25,conventional,Detroit
1.45,2183.38,7092.02,0.0,organic,Detroit
1.07,2248.94,141141.8,5163.51,conventional,Grand Rapids
1.43,1212.2,1566.22,0.0,organic,Grand Rapids
1.11,36910.75,157390.1,213.14,conventional,Harrisburg/Scranton
1.83,169.67,204.73,23.09,organic,Harrisburg/Scranton
1.17,5558.93,305866.9,232.83,conventional,Hartford/Springfield
2.28,88.62,5929.21,0.0,organic,Hartford/Springfield
0.76,674833.15,180298.41,85511.83,conventional,Houston
1.28,6347.37,149.39,0.0,organic,Houston
0.99,11031.35,107091.35,16742.17,conventional,Indianapolis
1.6,347.96,1077.57,0.0,organic,Indianapolis
0.77,108080.92,43494.21,217.74,conventional,Jacksonville
1.8,1675.73,82.21,20.86,organic,Jacksonville
0.86,122523.18,98920.9,14452.27,conventional,Las Vegas
1.29,2077.08,3518.48,0.0,organic,Las Vegas
0.72,812808.39,750266.34,95505.05,conventional,Los Angeles
0.96,10893.74,32404.81,4.61,organic,Los Angeles
0.94,2152.34,63256.87,5795.78,conventional,Louisville
1.69,15.76,1009.82,0.0,organic,Louisville
0.83,428974.24,169811.82,702.82,conventional,Miami/Ft. Lauderdale
1.51,845.57,11.64,0.0,organic,Miami/Ft. Lauderdale
0.88,99189.75,31558.82,7034.53,conventional,Nashville
1.53,645.58,3099.19,0.0,organic,Nashville
0.8,173568.42,35255.98,991.5,conventional,New Orleans/Mobile
1.44,580.02,3.03,0.0,organic,New Orleans/Mobile
1.15,18295.61,1282457.13,2027.64,conventional,New York
1.96,4923.95,13005.25,1706.3,organic,New York
0.82,233309.57,93393.19,222.23,conventional,Orlando
1.78,2916.41,110.0,0.0,organic,Orlando
1.27,14691.73,293977.44,820.82,conventional,Philadelphia
1.62,1136.49,4947.8,3.7,organic,Philadelphia
0.57,816554.74,311746.69,22261.01,conventional,Phoenix/Tucson
