type,average_price,on_date,year,total_volume
conventional,0.81,2016-01-24,2016,503528.16
organic,1.44,2016-01-24,2016,3907.4
conventional,0.95,2016-01-24,2016,32787079.21
organic,1.41,2016-01-24,2016,776964.55
conventional,0.78,2016-01-24,2016,6118107.22
organic,1.27,2016-01-24,2016,184872.75
conventional,1.12,2016-01-24,2016,296402.96
organic,1.47,2016-01-24,2016,12171.04
conventional,1.16,2016-01-31,2016,102038.32
organic,1.79,2016-01-31,2016,1305.94
conventional,1.04,2016-01-31,2016,437490.64
organic,1.71,2016-01-31,2016,6591.53
conventional,1.11,2016-01-31,2016,748107.09
organic,1.47,2016-01-31,2016,19026.2
conventional,0.94,2016-01-31,2016,83755.38
organic,1.24,2016-01-31,2016,1660.38
conventional,1.03,2016-01-31,2016,651616.91
organic,1.52,2016-01-31,2016,8221.86
conventional,1.21,2016-01-31,2016,164453.65
organic,1.81,2016-01-31,2016,4647.71
conventional,0.88,2016-01-31,2016,6506673.96
organic,1.43,2016-01-31,2016,155319.35
conventional,0.95,2016-01-31,2016,214135.89
organic,1.75,2016-01-31,2016,3829.49
conventional,1.12,2016-01-31,2016,774091.49
organic,1.61,2016-01-31,2016,28813.36
conventional,0.94,2016-01-31,2016,203005.7
organic,1.3,2016-01-31,2016,11109.1
conventional,0.92,2016-01-31,2016,173311.53
organic,1.28,2016-01-31,2016,4289.51
conventional,0.8,2016-01-31,2016,1128639.48
organic,1.36,2016-01-31,2016,15116.17
conventional,0.8,2016-01-31,2016,892702.46
organic,0.95,2016-01-31,2016,55371
conventional,1.04,2016-01-31,2016,364612.83
organic,1.46,2016-01-31,2016,10303.61
conventional,1.13,2016-01-31,2016,182986.71
organic,1.54,2016-01-31,2016,2267.22
conventional,1.04,2016-01-31,2016,3330752.29
organic,1.45,2016-01-31,2016,89574.32
conventional,1.07,2016-01-31,2016,240911.84
organic,1.49,2016-01-31,2016,8501.28
conventional,1.12,2016-01-31,2016,390134.81
organic,2.27,2016-01-31,2016,4585.28
conventional,0.74,2016-01-31,2016,1131583.12
organic,1.44,2016-01-31,2016,10657.65
conventional,0.98,2016-01-31,2016,175610.18
organic,1.38,2016-01-31,2016,2450.94
conventional,1.04,2016-01-31,2016,151247.03
organic,1.74,2016-01-31,2016,2697.3
conventional,0.92,2016-01-31,2016,285052.11
organic,1.68,2016-01-31,2016,6797.74
conventional,0.74,2016-01-31,2016,3197788.06
organic,1.02,2016-01-31,2016,81433.73
conventional,0.92,2016-01-31,2016,101620.12
organic,1.55,2016-01-31,2016,1293.69
conventional,1.11,2016-01-31,2016,492691.03
organic,1.54,2016-01-31,2016,1844.79
conventional,1,2016-01-31,2016,2881461.41
organic,1.47,2016-01-31,2016,71803.09
conventional,0.95,2016-01-31,2016,173689.71
organic,1.39,2016-01-31,2016,5767.66
conventional,0.88,2016-01-31,2016,282933.79
organic,1.43,2016-01-31,2016,3211.24
conventional,1.02,2016-01-31,2016,1615465.33
organic,1.83,2016-01-31,2016,24749.38
conventional,1.06,2016-01-31,2016,4650798.49
organic,1.73,2016-01-31,2016,87698.15
conventional,1.07,2016-01-31,2016,419786.19
organic,1.65,2016-01-31,2016,9140.79
conventional,1.03,2016-01-31,2016,329626.92
organic,1.76,2016-01-31,2016,4059.35
conventional,1.04,2016-01-31,2016,469689.07
organic,1.53,2016-01-31,2016,11396.43
conventional,0.64,2016-01-31,2016,1113755.21
organic,1.53,2016-01-31,2016,8134.79
conventional,1.22,2016-01-31,2016,88551.72
organic,1.3,2016-01-31,2016,1241.84
conventional,1.05,2016-01-31,2016,1851372.18
organic,1.55,2016-01-31,2016,40874.22
conventional,0.88,2016-01-31,2016,674373.81
organic,1.35,2016-01-31,2016,24571.97
conventional,0.96,2016-01-31,2016,290633.33
organic,1.56,2016-01-31,2016,5730.24
conventional,0.98,2016-01-31,2016,222414.16
organic,1.35,2016-01-31,2016,5520.68
conventional,0.99,2016-01-31,2016,121477.84
organic,1.33,2016-01-31,2016,6019.01
conventional,1.13,2016-01-31,2016,434121.25
organic,1.73,2016-01-31,2016,9768.28
conventional,0.72,2016-01-31,2016,643326.66
organic,1.4,2016-01-31,2016,11694.11
conventional,1.27,2016-01-31,2016,805039.06
organic,2.3,2016-01-31,2016,23630.61
conventional,0.98,2016-01-31,2016,666670.45
organic,1.36,2016-01-31,2016,33959.31
conventional,1.01,2016-01-31,2016,312455.27
organic,1.54,2016-01-31,2016,5545.65
conventional,0.79,2016-01-31,2016,5850128.4
organic,1.41,2016-01-31,2016,69115.72
conventional,1.02,2016-01-31,2016,3318109.53
organic,1.63,2016-01-31,2016,41361.94
conventional,1,2016-01-31,2016,88040.94
organic,1.42,2016-01-31,2016,2705.96
conventional,1.01,2016-01-31,2016,219443.76
organic,0.91,2016-01-31,2016,8047.41
conventional,1.2,2016-01-31,2016,70174.79
organic,1.98,2016-01-31,2016,1871.93
conventional,0.98,2016-01-31,2016,391266.84
organic,1.6,2016-01-31,2016,3198.3
conventional,0.93,2016-01-31,2016,34721249.92
organic,1.43,2016-01-31,2016,772077.2
conventional,0.85,2016-01-31,2016,6331953.73
organic,1.23,2016-01-31,2016,216330.45
conventional,0.79,2016-01-31,2016,788831.92
organic,1.64,2016-01-31,2016,11626.56
conventional,1.07,2016-02-07,2016,169614.01
organic,1.81,2016-02-07,2016,1252.86
conventional,0.76,2016-02-07,2016,722211
organic,1.72,2016-02-07,2016,5420.87
conventional,1.1,2016-02-07,2016,966321
organic,1.66,2016-02-07,2016,17201.44
conventional,0.82,2016-02-07,2016,123715.17
organic,0.84,2016-02-07,2016,2073.07
conventional,1.05,2016-02-07,2016,678810.37
organic,1.62,2016-02-07,2016,9462
conventional,1.3,2016-02-07,2016,177910.41
organic,2.11,2016-02-07,2016,5017.67
conventional,0.7,2016-02-07,2016,10361698.17
organic,1.38,2016-02-07,2016,156586.25
conventional,0.8,2016-02-07,2016,325941.39
organic,1.82,2016-02-07,2016,3529.44
conventional,0.82,2016-02-07,2016,1134049.22
organic,1.6,2016-02-07,2016,31000.01
conventional,0.81,2016-02-07,2016,302337.87
organic,1.11,2016-02-07,2016,14072.95
conventional,0.81,2016-02-07,2016,233905.62
organic,1.31,2016-02-07,2016,3999.51
conventional,0.71,2016-02-07,2016,1515264.27
organic,1.27,2016-02-07,2016,14931.85
conventional,0.63,2016-02-07,2016,1365558.26
organic,1.08,2016-02-07,2016,35694.81
conventional,0.77,2016-02-07,2016,594784.92
organic,1.33,2016-02-07,2016,10472.65
conventional,0.94,2016-02-07,2016,290555.59
organic,1.46,2016-02-07,2016,2112.25
conventional,0.85,2016-02-07,2016,4865296.26
organic,1.41,2016-02-07,2016,94983.64
conventional,1.1,2016-02-07,2016,310166.32
organic,1.91,2016-02-07,2016,7315.19
conventional,1.16,2016-02-07,2016,393866.28
organic,2.32,2016-02-07,2016,7536.3
conventional,0.69,2016-02-07,2016,1323490.25
organic,1.37,2016-02-07,2016,12049.42
conventional,0.88,2016-02-07,2016,240237.26
organic,1.37,2016-02-07,2016,3025.26
conventional,0.54,2016-02-07,2016,369757.62
organic,1.7,2016-02-07,2016,2292.78
conventional,0.74,2016-02-07,2016,437746.54
organic,1.41,2016-02-07,2016,7720.32
conventional,0.58,2016-02-07,2016,4982700.11
organic,1.07,2016-02-07,2016,80943.91
conventional,0.85,2016-02-07,2016,148704.27
organic,1.59,2016-02-07,2016,1259.46
conventional,0.59,2016-02-07,2016,1180631.07
organic,1.44,2016-02-07,2016,3152.51
conventional,0.91,2016-02-07,2016,4131614.84
organic,1.52,2016-02-07,2016,70234.9
conventional,0.77,2016-02-07,2016,268608.69
organic,1.4,2016-02-07,2016,5805.78
conventional,0.58,2016-02-07,2016,542750.89
organic,1.41,2016-02-07,2016,2672.99
conventional,0.95,2016-02-07,2016,2202127.86
organic,1.95,2016-02-07,2016,30482.41
conventional,1.03,2016-02-07,2016,5919226.12
organic,1.9,2016-02-07,2016,96595.25
conventional,0.97,2016-02-07,2016,605846.78
organic,1.67,2016-02-07,2016,9790.85
conventional,0.58,2016-02-07,2016,696369.34
organic,1.7,2016-02-07,2016,3886.64
conventional,0.96,2016-02-07,2016,675832.78
organic,1.86,2016-02-07,2016,9387.43
conventional,0.55,2016-02-07,2016,1609195.36
organic,1.6,2016-02-07,2016,9473.34
conventional,1.18,2016-02-07,2016,105805.21
organic,1.45,2016-02-07,2016,992.32
conventional,0.83,2016-02-07,2016,2838853.24
organic,1.57,2016-02-07,2016,37624.17
conventional,0.72,2016-02-07,2016,948838.16
organic,1.12,2016-02-07,2016,30022.42
conventional,0.86,2016-02-07,2016,403849.99
organic,1.54,2016-02-07,2016,5562.26
conventional,0.78,2016-02-07,2016,394461.41
organic,1.34,2016-02-07,2016,4905.87
conventional,0.91,2016-02-07,2016,198011.31
organic,1.29,2016-02-07,2016,5897.89
conventional,0.91,2016-02-07,2016,796524.48
organic,1.72,2016-02-07,2016,8361.61
conventional,0.61,2016-02-07,2016,917660.79
organic,1.32,2016-02-07,2016,13419.01
conventional,0.89,2016-02-07,2016,1355047.15
organic,1.93,2016-02-07,2016,26088.82
conventional,0.75,2016-02-07,2016,1040955.47
organic,1.26,2016-02-07,2016,33199.26
conventional,0.69,2016-02-07,2016,593759.78
organic,1.61,2016-02-07,2016,4661.03
conventional,0.7,2016-02-07,2016,7606351.8
organic,1.35,2016-02-07,2016,69236.98
conventional,0.62,2016-02-07,2016,6847218.72
organic,1.61,2016-02-07,2016,36963.31
conventional,0.74,2016-02-07,2016,154732.54
organic,1.22,2016-02-07,2016,3042.3
conventional,0.87,2016-02-07,2016,271355.48
organic,1.63,2016-02-07,2016,4026.22
conventional,1.28,2016-02-07,2016,90935.19
organic,2.06,2016-02-07,2016,3082.71
conventional,0.56,2016-02-07,2016,822548.66
organic,1.49,2016-02-07,2016,3031.31
conventional,0.76,2016-02-07,2016,52288697.89
organic,1.44,2016-02-07,2016,758795.1
conventional,0.69,2016-02-07,2016,9718438.84
organic,1.22,2016-02-07,2016,196570.63
conventional,0.68,2016-02-07,2016,1198679.87
organic,1.49,2016-02-07,2016,13712.44
conventional,1.13,2016-02-14,2016,98008.16
organic,1.81,2016-02-14,2016,1247.8
conventional,0.97,2016-02-14,2016,481484.29
organic,1.59,2016-02-14,2016,5737.5
conventional,1.11,2016-02-14,2016,905144.72
organic,1.82,2016-02-14,2016,14927.44
conventional,0.94,2016-02-14,2016,78070.34
organic,0.87,2016-02-14,2016,2863.27
conventional,0.98,2016-02-14,2016,751656.56
organic,1.59,2016-02-14,2016,9526.6
conventional,1.29,2016-02-14,2016,137984.28
organic,1.99,2016-02-14,2016,4577.72
conventional,0.82,2016-02-14,2016,6807283.15
organic,1.47,2016-02-14,2016,158522.76
conventional,1,2016-02-14,2016,204110.86
organic,1.75,2016-02-14,2016,3610.52
conventional,1,2016-02-14,2016,803120.71
organic,1.58,2016-02-14,2016,28656.64
conventional,0.86,2016-02-14,2016,229211.34
organic,1.01,2016-02-14,2016,17338.51
conventional,0.91,2016-02-14,2016,173980.1
organic,1.25,2016-02-14,2016,4607.55
conventional,0.65,2016-02-14,2016,1358553.29
organic,1.27,2016-02-14,2016,15673.4
conventional,0.7,2016-02-14,2016,966134.31
organic,1.18,2016-02-14,2016,30537.03
conventional,1,2016-02-14,2016,334544.52
organic,1.31,2016-02-14,2016,10918.3
conventional,1.13,2016-02-14,2016,154975.46
organic,1.36,2016-02-14,2016,2168.35
conventional,0.96,2016-02-14,2016,3386951.48
organic,1.34,2016-02-14,2016,100217.44
conventional,1.09,2016-02-14,2016,264904.19
organic,2.22,2016-02-14,2016,4784.79
conventional,1.1,2016-02-14,2016,398441.13
organic,2.31,2016-02-14,2016,4968.79
conventional,0.67,2016-02-14,2016,1191352.2
organic,1.24,2016-02-14,2016,14196.18
conventional,0.83,2016-02-14,2016,219871.64
organic,1.24,2016-02-14,2016,3182.4
conventional,0.95,2016-02-14,2016,151724.07
organic,1.73,2016-02-14,2016,2550.87
conventional,0.79,2016-02-14,2016,371467.52
organic,1.28,2016-02-14,2016,9595.71
conventional,0.65,2016-02-14,2016,3664088.6
organic,1.09,2016-02-14,2016,89422.16
conventional,0.86,2016-02-14,2016,124650.69
organic,1.72,2016-02-14,2016,1023.51
conventional,1.12,2016-02-14,2016,446631.37
organic,1.45,2016-02-14,2016,3336.03
conventional,0.99,2016-02-14,2016,3173460.24
organic,1.52,2016-02-14,2016,66026.03
conventional,0.88,2016-02-14,2016,203205.09
organic,1.42,2016-02-14,2016,5590.9
conventional,0.81,2016-02-14,2016,269319.37
organic,1.46,2016-02-14,2016,3416.04
conventional,1.09,2016-02-14,2016,1806980.64
organic,2.11,2016-02-14,2016,28290.46
conventional,1.08,2016-02-14,2016,4959257.88
organic,1.95,2016-02-14,2016,83662.7
conventional,0.99,2016-02-14,2016,456439.67
organic,1.66,2016-02-14,2016,10158.92
conventional,0.96,2016-02-14,2016,312270.64
organic,1.69,2016-02-14,2016,4079.97
conventional,1.19,2016-02-14,2016,445228.64
organic,2.07,2016-02-14,2016,5952.62
conventional,0.61,2016-02-14,2016,1209857.67
organic,1.34,2016-02-14,2016,12060.32
conventional,1.14,2016-02-14,2016,87228.1
organic,1.38,2016-02-14,2016,1238.86
conventional,0.97,2016-02-14,2016,1790822.72
organic,1.68,2016-02-14,2016,36769.77
conventional,0.87,2016-02-14,2016,567176.93
organic,0.9,2016-02-14,2016,63682.51
conventional,0.99,2016-02-14,2016,283960.43
organic,1.59,2016-02-14,2016,4235.48
conventional,0.92,2016-02-14,2016,254611.93
organic,1.29,2016-02-14,2016,5510.43
conventional,0.9,2016-02-14,2016,159758.46
organic,1.21,2016-02-14,2016,6559.49
conventional,1.04,2016-02-14,2016,447945.8
organic,1.98,2016-02-14,2016,7588.38
conventional,0.79,2016-02-14,2016,595414.77
organic,1.42,2016-02-14,2016,14114.3
conventional,1.34,2016-02-14,2016,696959.32
organic,2.37,2016-02-14,2016,21276.09
conventional,0.98,2016-02-14,2016,593651.59
organic,0.98,2016-02-14,2016,71534.03
conventional,0.91,2016-02-14,2016,342704.71
organic,1.55,2016-02-14,2016,4901.72
conventional,0.7,2016-02-14,2016,6349601.68
organic,1.31,2016-02-14,2016,75226.48
conventional,0.98,2016-02-14,2016,3234338.23
organic,1.57,2016-02-14,2016,39730.5
conventional,0.95,2016-02-14,2016,81626.44
organic,0.98,2016-02-14,2016,5990.65
conventional,0.98,2016-02-14,2016,165070.79
organic,1.71,2016-02-14,2016,4744.15
conventional,1.28,2016-02-14,2016,65765.73
organic,1.96,2016-02-14,2016,1909.55
conventional,1,2016-02-14,2016,329879.07
organic,1.48,2016-02-14,2016,3302.62
conventional,0.88,2016-02-14,2016,36476441.86
organic,1.37,2016-02-14,2016,852463.31
conventional,0.78,2016-02-14,2016,6774726.47
organic,1.07,2016-02-14,2016,292307.61
conventional,0.7,2016-02-14,2016,963046.73
organic,1.39,2016-02-14,2016,15805.58
conventional,1.28,2016-02-21,2016,99817.47
organic,1.79,2016-02-21,2016,1282.87
conventional,1.04,2016-02-21,2016,417205.77
organic,1.74,2016-02-21,2016,5258.5
conventional,1.2,2016-02-21,2016,739486.27
organic,1.54,2016-02-21,2016,18004.14
conventional,0.74,2016-02-21,2016,93951.14
organic,1.67,2016-02-21,2016,562.64
conventional,1.14,2016-02-21,2016,553709.44
organic,1.52,2016-02-21,2016,9394.21
conventional,1.31,2016-02-21,2016,126537.43
organic,1.66,2016-02-21,2016,5329.12
conventional,0.89,2016-02-21,2016,6374019.03
organic,1.43,2016-02-21,2016,161206.07
conventional,1.07,2016-02-21,2016,193132.2
organic,1.81,2016-02-21,2016,3521.87
conventional,1.09,2016-02-21,2016,752336.04
organic,1.55,2016-02-21,2016,32492.15
conventional,0.86,2016-02-21,2016,190349.58
organic,1.33,2016-02-21,2016,10563.94
conventional,1.05,2016-02-21,2016,126067.56
organic,1.39,2016-02-21,2016,4382
conventional,0.83,2016-02-21,2016,1006181.04
organic,1.18,2016-02-21,2016,17232.43
conventional,0.73,2016-02-21,2016,955582.65
organic,1.07,2016-02-21,2016,33868.46
conventional,1.2,2016-02-21,2016,247820.38
organic,1.31,2016-02-21,2016,10640.55
conventional,1.16,2016-02-21,2016,142681.62
organic,1.58,2016-02-21,2016,2373.09
conventional,1.07,2016-02-21,2016,2837626.92
organic,1.38,2016-02-21,2016,100551.65
conventional,1.15,2016-02-21,2016,235440.15
organic,1.87,2016-02-21,2016,5950.64
conventional,1.28,2016-02-21,2016,288176.27
organic,2.24,2016-02-21,2016,4735.53
conventional,0.8,2016-02-21,2016,966990.9
organic,1.28,2016-02-21,2016,13399.83
conventional,1.03,2016-02-21,2016,153498.43
organic,1.53,2016-02-21,2016,2235.13
conventional,1.01,2016-02-21,2016,141335.89
organic,1.76,2016-02-21,2016,2679.98
conventional,0.83,2016-02-21,2016,337403.05
organic,1.44,2016-02-21,2016,8237.96
conventional,0.76,2016-02-21,2016,3232888.65
organic,1.07,2016-02-21,2016,91664.08
conventional,0.86,2016-02-21,2016,114817.03
organic,1.64,2016-02-21,2016,897.77
conventional,1.1,2016-02-21,2016,481704.97
organic,1.4,2016-02-21,2016,2774.54
conventional,1.06,2016-02-21,2016,2747176.06
organic,1.57,2016-02-21,2016,59602.55
conventional,0.94,2016-02-21,2016,182025.3
organic,1.49,2016-02-21,2016,4856.96
conventional,0.89,2016-02-21,2016,263057.19
organic,1.54,2016-02-21,2016,2500.35
conventional,1.21,2016-02-21,2016,1315177.5
organic,1.9,2016-02-21,2016,26230.35
conventional,1.21,2016-02-21,2016,3948234.94
organic,1.77,2016-02-21,2016,87442.77
conventional,1.16,2016-02-21,2016,380427.08
organic,1.64,2016-02-21,2016,9227.72
conventional,1.05,2016-02-21,2016,296932.11
organic,1.67,2016-02-21,2016,3724.91
conventional,1.26,2016-02-21,2016,409152.46
organic,1.79,2016-02-21,2016,9168.4
conventional,0.67,2016-02-21,2016,1098967.88
organic,1.63,2016-02-21,2016,9223
conventional,1.23,2016-02-21,2016,84755.36
organic,1.33,2016-02-21,2016,1256.47
conventional,1.03,2016-02-21,2016,1672884.28
organic,1.34,2016-02-21,2016,51258.32
conventional,0.71,2016-02-21,2016,823186.03
organic,1.76,2016-02-21,2016,13209.42
conventional,1.05,2016-02-21,2016,263148.45
organic,1.76,2016-02-21,2016,3564.84
conventional,0.98,2016-02-21,2016,214625.59
organic,1.48,2016-02-21,2016,3525.02
conventional,0.98,2016-02-21,2016,115875.65
organic,1.38,2016-02-21,2016,4281.11
conventional,1.09,2016-02-21,2016,419479.7
organic,2.04,2016-02-21,2016,6818.11
conventional,0.86,2016-02-21,2016,592197.58
organic,1.25,2016-02-21,2016,16903.84
conventional,1.15,2016-02-21,2016,799826.02
organic,2.38,2016-02-21,2016,21256.64
conventional,0.86,2016-02-21,2016,755726.36
organic,1.41,2016-02-21,2016,29590.91
conventional,1.04,2016-02-21,2016,302654.13
organic,1.58,2016-02-21,2016,4752.84
conventional,0.82,2016-02-21,2016,5108381.41
organic,1.28,2016-02-21,2016,78298.97
conventional,1.04,2016-02-21,2016,3068786.09
organic,1.61,2016-02-21,2016,37375.96
conventional,0.82,2016-02-21,2016,112075.27
organic,1.42,2016-02-21,2016,3066.64
conventional,1,2016-02-21,2016,207338.72
organic,0.82,2016-02-21,2016,12382.8
conventional,1.34,2016-02-21,2016,65393.08
organic,1.71,2016-02-21,2016,2389.56
conventional,1.05,2016-02-21,2016,321995.93
organic,1.46,2016-02-21,2016,2652.11
conventional,0.94,2016-02-21,2016,32804733.22
organic,1.45,2016-02-21,2016,738856.92
conventional,0.77,2016-02-21,2016,7047624.39
organic,1.37,2016-02-21,2016,163120.64
conventional,0.7,2016-02-21,2016,840912.75
organic,1.48,2016-02-21,2016,14413.74
conventional,1.26,2016-02-28,2016,87822.43
organic,1.79,2016-02-28,2016,1485.73
conventional,0.9,2016-02-28,2016,555470.58
organic,1.78,2016-02-28,2016,5069.92
conventional,1.12,2016-02-28,2016,888570.06
organic,1.62,2016-02-28,2016,14556.02
conventional,0.89,2016-02-28,2016,89981.54
organic,1.84,2016-02-28,2016,566.57
conventional,1.08,2016-02-28,2016,652943
organic,1.64,2016-02-28,2016,11259.09
conventional,1.22,2016-02-28,2016,154057.74
organic,1.56,2016-02-28,2016,6934.94
conventional,0.89,2016-02-28,2016,6588277.7
organic,1.28,2016-02-28,2016,214658.47
conventional,1.05,2016-02-28,2016,215161.41
organic,1.83,2016-02-28,2016,3584.6
conventional,1.15,2016-02-28,2016,780951.86
organic,1.6,2016-02-28,2016,34164.85
conventional,0.87,2016-02-28,2016,227593.54
organic,1.47,2016-02-28,2016,9125.44
conventional,1.03,2016-02-28,2016,154967.56
organic,1.43,2016-02-28,2016,5181.52
conventional,0.74,2016-02-28,2016,1199630.68
organic,1.19,2016-02-28,2016,17889.69
conventional,0.74,2016-02-28,2016,1058089.41
organic,1.06,2016-02-28,2016,30084.47
conventional,1.13,2016-02-28,2016,342465.19
organic,1.45,2016-02-28,2016,11000.16
conventional,1.07,2016-02-28,2016,202356.13
organic,1.43,2016-02-28,2016,2981.75
conventional,1.05,2016-02-28,2016,3419909.75
organic,1.48,2016-02-28,2016,99353.21
conventional,1.11,2016-02-28,2016,254954.35
organic,1.83,2016-02-28,2016,7183.79
conventional,1.17,2016-02-28,2016,357504.15
organic,2.28,2016-02-28,2016,9372.36
conventional,0.76,2016-02-28,2016,1048304.1
organic,1.28,2016-02-28,2016,12784.14
conventional,0.99,2016-02-28,2016,188077.25
organic,1.6,2016-02-28,2016,1901.93
conventional,0.77,2016-02-28,2016,253489.72
organic,1.8,2016-02-28,2016,2362.13
conventional,0.86,2016-02-28,2016,316563.55
organic,1.29,2016-02-28,2016,10997.51
conventional,0.72,2016-02-28,2016,3332578.34
organic,0.96,2016-02-28,2016,128489.58
conventional,0.94,2016-02-28,2016,102196.72
organic,1.69,2016-02-28,2016,1081.74
conventional,0.83,2016-02-28,2016,822403.21
organic,1.51,2016-02-28,2016,2199.14
